region,lga,ward_merge,village_merge,select_wpt_name,new_wpt_name,wpt_name,wpt_code,wpt_type,wpt_type_other,wpt_status,wpt_non_functional_reason,wpt_non_functional_reason_other,wpt_pbr_status,wpt_call_status,pbr_nonfunctional_functional,pbr_functional_nonfunctional,call_nonfunctional_functional,call_functional_nonfunctional,wpt_pbr_scheme,scheme_merge,scheme_name_change,wpt_gps,wpt_image,numbertaps
Dodoma,Kondoa,Kolo,Choka,Korokoso_01013014241WP13,NA,Korokoso_01013014241WP13,01013014241WP13,communal_standpipe,NA,Not_functional,9 7,NA,Functional,NA,more_3_months,NA,NA,NA,Choka,Choka,NA,-4.76691244 35.83868278 1546.0 5.0,http://classic.ona.io/api/v1/files/2376529?filename=pbrtz/attachments/1474270351946.jpg,1
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Mzee Nkwasa,Kwa Mzee Nkwasa,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67071927 35.87791884 1247.0 5.0,http://classic.ona.io/api/v1/files/2376532?filename=pbrtz/attachments/1474275743772.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Ally Modu,Kwa Ally Modu,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67293403 35.87731028 1214.0 5.0,http://classic.ona.io/api/v1/files/2376534?filename=pbrtz/attachments/1474276115341.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Dominic,Kwa Dominic,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67480041 35.87556003 1219.0 5.0,http://classic.ona.io/api/v1/files/2376535?filename=pbrtz/attachments/1474276423723.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Dirima,Kwa Dirima,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.67601184 35.87583347 1221.0 4.0,http://classic.ona.io/api/v1/files/2376537?filename=pbrtz/attachments/1474276613288.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Hussein Mchana,Kwa Hussein Mchana,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67741965 35.87748286 1220.0 5.0,http://classic.ona.io/api/v1/files/2376541?filename=pbrtz/attachments/1474276871039.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Mzee Dara,Kwa Mzee Dara,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.67876654 35.8738795 1223.0 5.0,http://classic.ona.io/api/v1/files/2376548?filename=pbrtz/attachments/1474277512717.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Haruna Msikitini,Kwa Haruna Msikitini,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.67449501 35.87466833 1217.0 4.0,http://classic.ona.io/api/v1/files/2376550?filename=pbrtz/attachments/1474277992490.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Juta,Kwa Juta,NA,handpump_ringwell,NA,Not_functional,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6761728 35.87267124 1220.0 5.0,http://classic.ona.io/api/v1/files/2376552?filename=pbrtz/attachments/1474278338797.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Omary Rashid,Kwa Omary Rashid,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67497706 35.87127627 1241.0 5.0,http://classic.ona.io/api/v1/files/2376555?filename=pbrtz/attachments/1474278774690.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Nwanga Takayo,Kwa Nwanga Takayo,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67795565 35.86913567 1241.0 5.0,http://classic.ona.io/api/v1/files/2376558?filename=pbrtz/attachments/1474279340259.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Mzee Abuu,Kwa Mzee Abuu,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.68071055 35.86777126 1236.0 5.0,http://classic.ona.io/api/v1/files/2376681?filename=pbrtz/attachments/1474279807172.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Saidi Babu,Kwa Saidi Babu,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.68310273 35.86809609 1237.0 5.0,http://classic.ona.io/api/v1/files/2376686?filename=pbrtz/attachments/1474280255044.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Msikitini kwa Mzee Banka,Msikitini kwa Mzee Banka,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.68310513 35.8673837 1237.0 5.0,http://classic.ona.io/api/v1/files/2376707?filename=pbrtz/attachments/1474280528725.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Chobu,Kwa Chobu,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.68514779 35.86628025 1234.0 5.0,http://classic.ona.io/api/v1/files/2376718?filename=pbrtz/attachments/1474281144699.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Khalifa Kinango,Kwa Khalifa Kinango,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.69284012 35.86971843 1240.0 5.0,http://classic.ona.io/api/v1/files/2376724?filename=pbrtz/attachments/1474282214102.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Msikitini kwa Mohamed Lemo,Msikitini kwa Mohamed Lemo,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.69257972 35.86842771 1248.0 5.0,http://classic.ona.io/api/v1/files/2376737?filename=pbrtz/attachments/1474282651993.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,Kwa_Misanya_01013014271WP12,NA,Kwa_Misanya_01013014271WP12,01013014271WP12,communal_standpipe,NA,Not_functional,10,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Mnen,Mnen,NA,-4.69439211 35.87228755 1237.0 5.0,http://classic.ona.io/api/v1/files/2376739?filename=pbrtz/attachments/1474283608591.jpg,1
Dodoma,Kondoa,Mnenia,Mnenia,NA,Msikitini Kwa Saidi Mohamed Gwandi,Msikitini Kwa Saidi Mohamed Gwandi,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.69510857 35.87464196 1231.0 5.0,http://classic.ona.io/api/v1/files/2376750?filename=pbrtz/attachments/1474284398071.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Shule ya Msingi Msufini,Shule ya Msingi Msufini,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6966701 35.8722259 1247.0 5.0,http://classic.ona.io/api/v1/files/2376755?filename=pbrtz/attachments/1474284884633.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,Mboryo_01013014271WP14,NA,Mboryo_01013014271WP14,01013014271WP14,communal_standpipe,NA,Not_functional,9 10,NA,Functional,NA,more_3_months,NA,NA,NA,Mnen,Mnen,NA,-4.69598782 35.87042329 1249.0 5.0,http://classic.ona.io/api/v1/files/2376760?filename=pbrtz/attachments/1474285473681.jpg,1
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Idd Kindo,Kwa Idd Kindo,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Wananchi,NA,-4.69770427 35.87056758 1264.0 5.0,http://classic.ona.io/api/v1/files/2376764?filename=pbrtz/attachments/1474285828586.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Zahanati,Zahanati,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wananchi,NA,-4.69854455 35.86960976 1264.0 5.0,http://classic.ona.io/api/v1/files/2376765?filename=pbrtz/attachments/1474286157619.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Mskitini kwa Idd Afande,Mskitini kwa Idd Afande,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Wananchi,NA,-4.69733564 35.86928733 1260.0 3.0,http://classic.ona.io/api/v1/files/2376768?filename=pbrtz/attachments/1474286464001.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Ofisi ya Kijiji,Ofisi ya Kijiji,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.69464774 35.86872145 1240.0 5.0,http://classic.ona.io/api/v1/files/2376771?filename=pbrtz/attachments/1474286887341.jpg,NA
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Msepwa_01013014011WP12,NA,Kwa_Msepwa_01013014011WP12,01013014011WP12,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Bumb,Kredep,Misreporting,-4.65383863 35.95343683 1189.0 5.0,http://classic.ona.io/api/v1/files/2376773?filename=pbrtz/attachments/1474294218259.jpg,1
Dodoma,Kondoa,Bumbuta,Bumbuta,Shule_Ya_Msingi_Bumbuta_01013014011WP11,NA,Shule_Ya_Msingi_Bumbuta_01013014011WP11,01013014011WP11,communal_standpipe,NA,Not_functional,2 9 10,NA,Functional,NA,more_3_months,NA,NA,NA,Bumb,Kredep,Misreporting,-4.64760991 35.95087425 1175.0 5.0,http://classic.ona.io/api/v1/files/2376774?filename=pbrtz/attachments/1474294682858.jpg,1
Dodoma,Kondoa,Bumbuta,Bumbuta,Bumbuta_Kati_01013014011WP10,NA,Bumbuta_Kati_01013014011WP10,01013014011WP10,communal_standpipe,NA,Not_functional,2 10,NA,Functional,NA,more_3_months,NA,NA,NA,Bumb,Kredep,Misreporting,-4.6464017 35.94930951 1173.0 5.0,http://classic.ona.io/api/v1/files/2376776?filename=pbrtz/attachments/1474295153599.jpg,1
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Iluja_01013014011WP09,NA,Kwa_Iluja_01013014011WP09,01013014011WP09,communal_standpipe,NA,Not_functional,2 9 10,NA,Functional,NA,more_3_months,NA,NA,NA,Bumb,Kredep,Misreporting,-4.64060684 35.95177079 1173.0 5.0,http://classic.ona.io/api/v1/files/2376779?filename=pbrtz/attachments/1474295949119.jpg,1
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Suru_01013014011WP08,NA,Kwa_Suru_01013014011WP08,01013014011WP08,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Bumb,Kredep,Misreporting,-4.62539544 35.95329087 1183.0 5.0,http://classic.ona.io/api/v1/files/2376780?filename=pbrtz/attachments/1474296243155.jpg,1
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Kituo  cha kati,Kituo  cha kati,NA,communal_standpipe,NA,Not_functional,3 9 10,NA,NA,NA,NA,NA,NA,NA,NA,Operation Vijiji,NA,-4.6130681 35.94695431 1157.0 4.0,http://classic.ona.io/api/v1/files/2376787?filename=pbrtz/attachments/1474298058917.jpg,NA
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Mgongo tembo,Mgongo tembo,NA,communal_standpipe,NA,Not_functional,3 9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Operation Vijiji,NA,-4.61164342 35.94651976 1141.0 4.0,http://classic.ona.io/api/v1/files/2376789?filename=pbrtz/attachments/1474298237936.jpg,NA
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Mbugani,Mbugani,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Opetration Vijijini,NA,-4.61408899 35.94607295 1158.0 5.0,http://classic.ona.io/api/v1/files/2376798?filename=pbrtz/attachments/1474298744132.jpg,NA
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Msikitini,Msikitini,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Operation Vijijini,NA,-4.61317601 35.94856969 1160.0 5.0,http://classic.ona.io/api/v1/files/2376802?filename=pbrtz/attachments/1474300162603.jpg,NA
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Msikitini B,Msikitini B,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Operation vijijini,NA,-4.61316711 35.94852561 1162.0 5.0,http://classic.ona.io/api/v1/files/2376801?filename=pbrtz/attachments/1474300291751.jpg,NA
Dodoma,Kondoa,Kolo,Kolo,Shule_Ya_Msingi_-Kolowasi_01013014241WP01,NA,Shule_Ya_Msingi_-Kolowasi_01013014241WP01,01013014241WP01,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional,NA,never_functional,NA,NA,NA,Kolo,Kolo,NA,,http://classic.ona.io/api/v1/files/2377865?filename=pbrtz/attachments/1474273453884.jpg,1
Dodoma,Kondoa,Kolo,Kolo,Dirawa_01013014241WP02,NA,Dirawa_01013014241WP02,01013014241WP02,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Kolo,Kolo,NA,-4.739710686395727 35.830065785494185 1493.8795217382392 4.0,http://classic.ona.io/api/v1/files/2377866?filename=pbrtz/attachments/1474274174470.jpg,1
Dodoma,Kondoa,Kolo,Kolo,Mnadani_01013014241WP04,NA,Mnadani_01013014241WP04,01013014241WP04,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Kolo,Kolo,NA,,http://classic.ona.io/api/v1/files/2377871?filename=pbrtz/attachments/1474274814752.jpg,1
Dodoma,Kondoa,Kolo,Kolo,Msikitini_01013014241WP03,NA,Msikitini_01013014241WP03,01013014241WP03,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Kolo,Kolo,NA,-4.736275581893488 35.830812124881554 1493.2391706099393 4.0,http://classic.ona.io/api/v1/files/2377872?filename=pbrtz/attachments/1474275258156.jpg,1
Dodoma,Kondoa,Kolo,Kolo,Kwamtemi_01013014241WP11,NA,Kwamtemi_01013014241WP11,01013014241WP11,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Kolo,Kolo,NA,,http://classic.ona.io/api/v1/files/2377873?filename=pbrtz/attachments/1474275804013.jpg,1
Dodoma,Kondoa,Mnenia,Bambare,Shule_Ya_Msingi__Bambare_01013014271WP29,NA,Shule_Ya_Msingi__Bambare_01013014271WP29,01013014271WP29,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Bamb,Bamb,NA,,http://classic.ona.io/api/v1/files/2377878?filename=pbrtz/attachments/1474282698783.jpg,1
Dodoma,Kondoa,Mnenia,Bambare,Gayu_01013014271WP36,NA,Gayu_01013014271WP36,01013014271WP36,communal_standpipe,NA,Not_functional,2,NA,Functional,NA,less_month,NA,NA,NA,Kiwa,Kredep,Misreporting,-4.609546436424662 35.88068702208739 1149.0311960179995 4.0,http://classic.ona.io/api/v1/files/2377879?filename=pbrtz/attachments/1474284177879.jpg,1
Dodoma,Kondoa,Mnenia,Bambare,NA,Sungwi,Sungwi,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,Kredep,NA,,http://classic.ona.io/api/v1/files/2377881?filename=pbrtz/attachments/1474284861944.jpg,NA
Dodoma,Kondoa,Mnenia,Bambare,Sengeri_01013014271WP35,NA,Sengeri_01013014271WP35,01013014271WP35,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Bamb,Kredep,Misreporting,-4.632940681044576 35.88858047595082 1166.9177980445888 4.0,http://classic.ona.io/api/v1/files/2377880?filename=pbrtz/attachments/1474285363517.jpg,1
Dodoma,Kondoa,Mnenia,Bambare,NA,K_mbuni Mashine ya maji no. 2,K_mbuni Mashine ya maji no. 2,NA,communal_standpipe,NA,Not_functional,2,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,,http://classic.ona.io/api/v1/files/2377889?filename=pbrtz/attachments/1474287002492.jpg,NA
Dodoma,Kondoa,Mnenia,Bambare,K_Mbuni_01013014271WP31,NA,K_Mbuni_01013014271WP31,01013014271WP31,communal_standpipe,NA,Not_functional,2,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Kiwa,Kredep,Misreporting,,http://classic.ona.io/api/v1/files/2377888?filename=pbrtz/attachments/1474287480178.jpg,1
Dodoma,Kondoa,Mnenia,Bambare,NA,Kwa Yahya Turinga,Kwa Yahya Turinga,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,Kredep,NA,,http://classic.ona.io/api/v1/files/2377894?filename=pbrtz/attachments/1474288052875.jpg,NA
Dodoma,Kondoa,Mnenia,Bambare,Nyenje_01013014271WP30,NA,Nyenje_01013014271WP30,01013014271WP30,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Bamb,Kredep,Misreported,,http://classic.ona.io/api/v1/files/2377896?filename=pbrtz/attachments/1474288904499.jpg,1
Dodoma,Kondoa,Mnenia,Bambare,Kibandani_-Kati_01013014271WP32,NA,Kibandani_-Kati_01013014271WP32,01013014271WP32,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Kisi,Kredep,Misreporting,,http://classic.ona.io/api/v1/files/2377895?filename=pbrtz/attachments/1474289306060.jpg,1
Dodoma,Kondoa,Mnenia,Bambare,NA,Tankini_Kibandani,Tankini_Kibandani,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kredep,NA,-4.6368872224716835 35.895896900299306 1170.4281414788993 4.0,http://classic.ona.io/api/v1/files/2377898?filename=pbrtz/attachments/1474289753126.jpg,NA
Dodoma,Kondoa,Mnenia,Bambare,NA,Kijiweni_Sendemi,Kijiweni_Sendemi,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,http://classic.ona.io/api/v1/files/2377897?filename=pbrtz/attachments/1474290876064.jpg,NA
Dodoma,Kondoa,Soera,Humai,Humai_Kati_01013014281WP17,NA,Humai_Kati_01013014281WP17,01013014281WP17,communal_standpipe,NA,Not_functional,9 10 7,NA,Functional,NA,never_functional,NA,NA,NA,Huma,Operation Vijiji,Mistakes,-4.66841303 35.77835659 1531.0 5.0,http://classic.ona.io/api/v1/files/2380284?filename=pbrtz/attachments/1474365020056.jpg,1
Dodoma,Kondoa,Soera,Humai,NA,Shamba la khamis Kandiki,Shamba la khamis Kandiki,NA,communal_standpipe,NA,Not_functional,2 4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,Operation vijijini,NA,-4.65400258 35.78604711 1521.0 5.0,http://classic.ona.io/api/v1/files/2380294?filename=pbrtz/attachments/1474367453443.jpg,NA
Dodoma,Kondoa,Soera,Humai,NA,Kwa Mohamed Kwanja,Kwa Mohamed Kwanja,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Operation vijijini,NA,-4.64938846 35.78400282 1572.0 4.0,http://classic.ona.io/api/v1/files/2380301?filename=pbrtz/attachments/1474368399437.jpg,NA
Dodoma,Kondoa,Soera,Humai,NA,Kwa mzee Furuaa,Kwa mzee Furuaa,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Operation vijiji,NA,-4.67305203 35.79499402 1666.0 5.0,http://classic.ona.io/api/v1/files/2380309?filename=pbrtz/attachments/1474374265282.jpg,NA
Dodoma,Kondoa,Soera,Humai,NA,Idara ya Maji,Idara ya Maji,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Operation vijijini,NA,-4.67307851 35.80346792 1599.0 4.0,http://classic.ona.io/api/v1/files/2380317?filename=pbrtz/attachments/1474375350689.jpg,NA
Pwani,Kibaha,Gwata,Gumba,Dunguya_06023011032WP05,NA,Dunguya_06023011032WP05,06023011032WP05,kiosk,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.764320638500163 38.35147611046228 176.8390652778148 4.0,http://classic.ona.io/api/v1/files/2382532?filename=pbrtz/attachments/1474258936490.jpg,4
Pwani,Kibaha,Gwata,Gumba,NA,Kwa mzee nambali,Kwa mzee nambali,NA,kiosk,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami Chalinze,NA,-6.767123574088549 38.35484398866575 168.8428026667255 4.0,http://classic.ona.io/api/v1/files/2382530?filename=pbrtz/attachments/1474259379691.jpg,NA
Pwani,Kibaha,Gwata,Gumba,NA,Kwa ramadhani salehe,Kwa ramadhani salehe,NA,kiosk,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami chalinze,NA,-6.769062517018812 38.355127946493454 162.43357708534765 4.0,http://classic.ona.io/api/v1/files/2382534?filename=pbrtz/attachments/1474259752820.jpg,NA
Pwani,Kibaha,Gwata,Gumba,Jacob_Goha_06023011032WP04,NA,Jacob_Goha_06023011032WP04,06023011032WP04,kiosk,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.764556101846233 38.355726183413154 177.93332628500207 4.0,http://classic.ona.io/api/v1/files/2382538?filename=pbrtz/attachments/1474261512731.jpg,4
Pwani,Kibaha,Gwata,Gumba,Kwa_Rajabu_Uone_06023011032WP06,NA,Kwa_Rajabu_Uone_06023011032WP06,06023011032WP06,kiosk,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.760556160064294 38.35985423026513 172.09115540775306 4.0,http://classic.ona.io/api/v1/files/2382537?filename=pbrtz/attachments/1474261997201.jpg,4
Pwani,Kibaha,Gwata,Ndwati,NA,Kwa deo,Kwa deo,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami chalinze,NA,-6.769186355801097 38.37631074361673 166.4874893152588 4.0,http://classic.ona.io/api/v1/files/2382546?filename=pbrtz/attachments/1474260714532.jpg,NA
Pwani,Kibaha,Gwata,Mirarazi,NA,Matambo/ tausi,Matambo/ tausi,NA,kiosk,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,Wami Chalinze,NA,-6.757035582531505 38.36051375055521 167.58425885582093 4.0,http://classic.ona.io/api/v1/files/2382558?filename=pbrtz/attachments/1474262892260.jpg,NA
Pwani,Kibaha,Gwata,Mirarazi,NA,Kwa shabani,Kwa shabani,NA,kiosk,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami chalinze,NA,-6.73974183107105 38.36156565108233 169.75762897318057 4.0,http://classic.ona.io/api/v1/files/2382559?filename=pbrtz/attachments/1474263717548.jpg,NA
Pwani,Kibaha,Gwata,Gwata,Musa_Gamba_06023011032WP09,NA,Musa_Gamba_06023011032WP09,06023011032WP09,kiosk,NA,Not_functional,7,NA,Functional,NA,less_month,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.720345342319348 38.36864054532711 137.83224660154792 4.0,http://classic.ona.io/api/v1/files/2382594?filename=pbrtz/attachments/1474265599544.jpg,4
Pwani,Kibaha,Gwata,Gwata,Amani_Chongww_06023011032WP10,NA,Amani_Chongww_06023011032WP10,06023011032WP10,kiosk,NA,Not_functional,7,NA,Functional,NA,less_week,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.717484913157375 38.36819254431131 142.10871472538182 4.0,http://classic.ona.io/api/v1/files/2382597?filename=pbrtz/attachments/1474266393935.jpg,4
Pwani,Kibaha,Gwata,Gwata,NA,Kwa mama ana/aisha kibwan rashidi,Kwa mama ana/aisha kibwan rashidi,NA,kiosk,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,Wami chalinze,NA,-6.715147519243818 38.37019341416221 143.9370018553022 4.0,http://classic.ona.io/api/v1/files/2382603?filename=pbrtz/attachments/1474266896909.jpg,NA
Pwani,Kibaha,Gwata,Gwata,NA,Kwa frank / Mlamsanga,Kwa frank / Mlamsanga,NA,kiosk,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,Wami chalinze,NA,-6.711930947764323 38.36906126211997 122.71138905477012 4.0,http://classic.ona.io/api/v1/files/2382592?filename=pbrtz/attachments/1474267512041.jpg,NA
Pwani,Kibaha,Gwata,Gwata,NA,Kwa maneva,Kwa maneva,NA,kiosk,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,Wami chalinze,NA,-6.7122793764440525 38.371331869386424 138.17628694851663 4.0,http://classic.ona.io/api/v1/files/2382595?filename=pbrtz/attachments/1474267963546.jpg,NA
Pwani,Kibaha,Gwata,Gwata,Hosea_Kanda_06023011032WP14,NA,Hosea_Kanda_06023011032WP14,06023011032WP14,kiosk,NA,Not_functional,7,NA,Functional,NA,less_month,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.710382717874073 38.37217915402633 114.75106712080898 4.0,http://classic.ona.io/api/v1/files/2382596?filename=pbrtz/attachments/1474268370482.jpg,4
Pwani,Kibaha,Gwata,Gwata,Husseni_Masha_06023011032WP15,NA,Husseni_Masha_06023011032WP15,06023011032WP15,kiosk,NA,Not_functional,7,NA,Functional,NA,less_month,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.710999478110803 38.374006335462965 122.60280875541989 4.0,http://classic.ona.io/api/v1/files/2382605?filename=pbrtz/attachments/1474269085838.jpg,4
Morogoro,Morogoro,Mvuha,Tulo,Kwa_Mzee_Mtalimbo_05023043031WP37,NA,Kwa_Mzee_Mtalimbo_05023043031WP37,05023043031WP37,handpump_borehole,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,NA,Holand,NA,-7.245986252317452 37.93231502083937 79.99532367422235 4.0,http://classic.ona.io/api/v1/files/2382663?filename=pbrtz/attachments/1474291255893.jpg,1
Morogoro,Morogoro,Mvuha,Tulo,Kwa_Mzee_Papilo_05023043031WP33,NA,Kwa_Mzee_Papilo_05023043031WP33,05023043031WP33,handpump_borehole,NA,Not_functional,6,NA,Not_functional,NA,NA,NA,NA,NA,NA,Holand,NA,-7.241745810441295 37.91798746030106 90.56823413525058 4.0,http://classic.ona.io/api/v1/files/2382664?filename=pbrtz/attachments/1474293050390.jpg,1
Morogoro,Morogoro,Mvuha,Lukulunge,Kwa_Mzee_Sudi_05023043031WP31,NA,Kwa_Mzee_Sudi_05023043031WP31,05023043031WP31,handpump_borehole,NA,Not_functional,7,NA,Functional,NA,more_3_months,NA,NA,NA,NA,Holand,NA,-7.226264529936755 37.889320163229605 93.72385160084032 4.0,http://classic.ona.io/api/v1/files/2382671?filename=pbrtz/attachments/1474295076995.jpg,1
