region,lga,ward_merge,village_merge,select_wpt_name,new_wpt_name,wpt_name,wpt_code,wpt_type,wpt_type_other,wpt_status,wpt_non_functional_reason,wpt_non_functional_reason_other,wpt_pbr_status,wpt_call_status,pbr_nonfunctional_functional,pbr_functional_nonfunctional,call_nonfunctional_functional,call_functional_nonfunctional,wpt_pbr_scheme,scheme_merge,scheme_name_change,wpt_gps,wpt_image,numbertaps
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Dosi,Kwa Dosi,NA,water_harvesting_tank,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.56650857 35.7878993 1200.0 4.0,http://classic.ona.io/api/v1/files/2390700?filename=pbrtz/attachments/1474454310745.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Inyasi,Kwa Inyasi,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.56438498 35.78613127 1208.0 4.0,http://classic.ona.io/api/v1/files/2390702?filename=pbrtz/attachments/1474454633642.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,NA,Msikiti wa Ijumaa (Kwa Juma Hussein),Msikiti wa Ijumaa (Kwa Juma Hussein),NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.55697008 35.78279832 1192.0 5.0,http://classic.ona.io/api/v1/files/2390703?filename=pbrtz/attachments/1474454921526.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,Kipara_01013014291WP54,NA,Kipara_01013014291WP54,01013014291WP54,communal_standpipe,NA,Not_functional,9 10,NA,Functional,NA,more_3_months,NA,NA,NA,Kand,Kand,NA,-4.55367757 35.78150962 1197.0 5.0,http://classic.ona.io/api/v1/files/2390706?filename=pbrtz/attachments/1474455080552.jpg,1
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Kasmir,Kwa Kasmir,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.54920076 35.77984559 1219.0 4.0,http://classic.ona.io/api/v1/files/2390708?filename=pbrtz/attachments/1474455334861.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,NA,Shule ya Msingi Kandaga,Shule ya Msingi Kandaga,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.54610297 35.77613099 1225.0 5.0,http://classic.ona.io/api/v1/files/2390709?filename=pbrtz/attachments/1474455611935.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,NA,Mskitini Kwa Ali Shaban,Mskitini Kwa Ali Shaban,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.54463758 35.7784804 1209.0 4.0,http://classic.ona.io/api/v1/files/2390710?filename=pbrtz/attachments/1474455875794.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,Kwa_Aziz_01013014291WP59,NA,Kwa_Aziz_01013014291WP59,01013014291WP59,communal_standpipe,NA,Not_functional,9 10,NA,Not_functional,NA,NA,NA,NA,NA,Kand,Kand,NA,-4.53849943 35.78131473 1209.0 4.0,http://classic.ona.io/api/v1/files/2390711?filename=pbrtz/attachments/1474456142033.jpg,1
Dodoma,Kondoa,Itololo,Kandaga,Kwa_Mzee_Alisondo_01013014291WP60,NA,Kwa_Mzee_Alisondo_01013014291WP60,01013014291WP60,communal_standpipe,NA,Not_functional,9 10 7,NA,Functional,NA,less_month,NA,NA,NA,Kand,Kand,NA,-4.53859504 35.7864132 1190.0 3.0,http://classic.ona.io/api/v1/files/2390712?filename=pbrtz/attachments/1474456446869.jpg,1
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Bakari Maulid,Kwa Bakari Maulid,NA,handpump_ringwell,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.55803287 35.78611958 1208.0 5.0,http://classic.ona.io/api/v1/files/2390718?filename=pbrtz/attachments/1474459059823.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,Kanisani_01013014291WP50,NA,Kanisani_01013014291WP50,01013014291WP50,communal_standpipe,NA,Not_functional,9 10 7,NA,Functional,NA,never_functional,NA,NA,NA,Kand,Kand,NA,-4.55600978 35.78758143 1199.0 5.0,http://classic.ona.io/api/v1/files/2390719?filename=pbrtz/attachments/1474459442567.jpg,1
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Juma Idoa,Kwa Juma Idoa,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.55371379 35.78557556 1217.0 5.0,http://classic.ona.io/api/v1/files/2390720?filename=pbrtz/attachments/1474459900037.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Ali Saburi,Kwa Ali Saburi,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.56101102 35.78677659 1202.0 5.0,http://classic.ona.io/api/v1/files/2390721?filename=pbrtz/attachments/1474460453375.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,Kwa_Leo_01013014291WP53,NA,Kwa_Leo_01013014291WP53,01013014291WP53,communal_standpipe,NA,Not_functional,9 10 7,NA,Functional,NA,never_functional,NA,NA,NA,Foki,Foki,NA,-4.56349801 35.79349494 1191.0 5.0,http://classic.ona.io/api/v1/files/2390724?filename=pbrtz/attachments/1474461027851.jpg,1
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Nassib Kulala,Kwa Nassib Kulala,NA,handpump_borehole,NA,Not_functional,6 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.55986517 35.78327197 1205.0 5.0,http://classic.ona.io/api/v1/files/2390725?filename=pbrtz/attachments/1474461540171.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Ally Juma,Kwa Ally Juma,NA,handpump_borehole,NA,Not_functional,1 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.55961028 35.78192268 1206.0 3.0,http://classic.ona.io/api/v1/files/2390727?filename=pbrtz/attachments/1474461840202.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,Aniseti_01013014291WP51,NA,Aniseti_01013014291WP51,01013014291WP51,communal_standpipe,NA,Not_functional,9 10 7,NA,Functional,NA,more_3_months,NA,NA,NA,Kand,Kand,NA,-4.5512322 35.78822166 1201.0 5.0,http://classic.ona.io/api/v1/files/2390729?filename=pbrtz/attachments/1474462422655.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,Sekondari_01013014061WP28,NA,Sekondari_01013014061WP28,01013014061WP28,communal_standpipe,NA,Not_functional,8 9 10,NA,Functional,NA,less_month,NA,NA,NA,Kwadelo,Kwadelo,NA,-4.88850892 36.14120243 1205.0 5.0,http://classic.ona.io/api/v1/files/2390732?filename=pbrtz/attachments/1474473114194.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,Iwodya_01013014061WP27,NA,Iwodya_01013014061WP27,01013014061WP27,communal_standpipe,NA,Not_functional,9 7,NA,Functional,NA,more_3_months,NA,NA,NA,Kwadelo,Kwadelo,NA,-4.89567503 36.14018481 1213.0 4.0,http://classic.ona.io/api/v1/files/2390734?filename=pbrtz/attachments/1474473438797.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,Caro_01013014061WP25,NA,Caro_01013014061WP25,01013014061WP25,communal_standpipe,NA,Not_functional,8 9 10,NA,Functional,NA,more_3_months,NA,NA,NA,Kwadelo,Kwadelo,NA,-4.90035053 36.14005615 1211.0 3.0,http://classic.ona.io/api/v1/files/2390735?filename=pbrtz/attachments/1474473693512.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,Mariva_01013014061WP26,NA,Mariva_01013014061WP26,01013014061WP26,communal_standpipe,NA,Not_functional,8 9 10 7,NA,Functional,NA,less_month,NA,NA,NA,Kwadelo,Kwadelo,NA,-4.90027294 36.14266359 1211.0 3.0,http://classic.ona.io/api/v1/files/2390737?filename=pbrtz/attachments/1474474113897.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Kwa Hamidu Iwodya,Kwa Hamidu Iwodya,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.90243697 36.14256463 1213.0 5.0,http://classic.ona.io/api/v1/files/2390741?filename=pbrtz/attachments/1474474403521.jpg,NA
Dodoma,Kondoa,Kwadelo,Kwadelo,Kwa_Mbunyi_01013014061WP24,NA,Kwa_Mbunyi_01013014061WP24,01013014061WP24,communal_standpipe,NA,Not_functional,8 9 10,NA,Functional,NA,less_month,NA,NA,NA,Kwadelo,Kwadelo,NA,-4.90443108 36.14312274 1210.0 4.0,http://classic.ona.io/api/v1/files/2390740?filename=pbrtz/attachments/1474474530345.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Msikiti wa Answari,Msikiti wa Answari,NA,water_harvesting_tank,NA,Not_functional,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.90373248 36.14364099 1224.0 3.0,http://classic.ona.io/api/v1/files/2390742?filename=pbrtz/attachments/1474474726648.jpg,NA
Dodoma,Kondoa,Kwadelo,Kwadelo,Shuleni_01013014061WP13,NA,Shuleni_01013014061WP13,01013014061WP13,communal_standpipe,NA,Not_functional,6 9,NA,Functional,NA,less_month,NA,NA,NA,Samb,Samb,NA,-4.90719821 36.14176931 1207.0 3.0,http://classic.ona.io/api/v1/files/2390743?filename=pbrtz/attachments/1474474981384.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Shule ya Msingi Kwadelo TASAF,Shule ya Msingi Kwadelo TASAF,NA,communal_standpipe,NA,Not_functional,8 9 10,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.90715991 36.14179998 1216.0 5.0,http://classic.ona.io/api/v1/files/2390747?filename=pbrtz/attachments/1474475175699.jpg,NA
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Kwa Mweche,Kwa Mweche,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.90928988 36.14290139 1218.0 5.0,http://classic.ona.io/api/v1/files/2390746?filename=pbrtz/attachments/1474475541425.jpg,NA
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Msikiti wa Serya,Msikiti wa Serya,NA,water_harvesting_tank,NA,Not_functional,9,NA,NA,NA,NA,NA,NA,NA,NA,WB,NA,-4.90890803 36.14283249 1221.0 4.0,http://classic.ona.io/api/v1/files/2390751?filename=pbrtz/attachments/1474475784986.jpg,NA
Dodoma,Kondoa,Kwadelo,Kwadelo,Kwalifa_01013014061WP08,NA,Kwalifa_01013014061WP08,01013014061WP08,communal_standpipe,NA,Not_functional,8 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Samb,Samb,NA,-4.90778434 36.14357006 1218.0 4.0,http://classic.ona.io/api/v1/files/2390750?filename=pbrtz/attachments/1474476230446.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Kwa Khalifa TASAF,Kwa Khalifa TASAF,NA,communal_standpipe,NA,Not_functional,8 9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.90769607 36.14347633 1216.0 4.0,http://classic.ona.io/api/v1/files/2390755?filename=pbrtz/attachments/1474476347642.jpg,NA
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Kwa Ibrahim,Kwa Ibrahim,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.9058274 36.14401117 1212.0 3.0,http://classic.ona.io/api/v1/files/2390754?filename=pbrtz/attachments/1474476523917.jpg,NA
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Msikiti wa Mjini,Msikiti wa Mjini,NA,other,A tap water havesting tank,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,WB,NA,-4.905767 36.14502345 1202.0 4.0,http://classic.ona.io/api/v1/files/2390756?filename=pbrtz/attachments/1474476874841.jpg,NA
Dodoma,Kondoa,Kwadelo,Kwadelo,Zahanati_01013014061WP20,NA,Zahanati_01013014061WP20,01013014061WP20,communal_standpipe,NA,Not_functional,9 10 7,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Kwadelo,Kwadelo,NA,-4.90447204 36.14566944 1201.0 5.0,http://classic.ona.io/api/v1/files/2390758?filename=pbrtz/attachments/1474477023050.jpg,1
Dodoma,Kondoa,Kwadelo,Kwadelo,NA,Zahanati TASAF,Zahanati TASAF,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.90446774 36.14554196 1198.0 4.0,http://classic.ona.io/api/v1/files/2399037?filename=pbrtz/attachments/1474477198785.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Mzee bobesha,Mzee bobesha,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila scheme,NA,-7.077978820503617 37.775127703656004 322.1618714204583 8.0,http://classic.ona.io/api/v1/files/2391261?filename=pbrtz/attachments/1474462371200.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,Kwa_Mamba_05023043223WP16,NA,Kwa_Mamba_05023043223WP16,05023043223WP16,communal_standpipe,NA,Not_functional,9,NA,Not_functional,NA,NA,NA,NA,NA,Mtam,Kibana,NA,-7.075932567304693 37.77484776942836 328.7936270198041 6.0,http://classic.ona.io/api/v1/files/2391259?filename=pbrtz/attachments/1474462646710.jpg,1
Morogoro,Morogoro,Kisemu,Mtamba,Kota_05023043223WP15,NA,Kota_05023043223WP15,05023043223WP15,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Mkom,Mkom,NA,-7.077047191970407 37.776980879348145 324.6350006765367 16.0,http://classic.ona.io/api/v1/files/2391263?filename=pbrtz/attachments/1474462898257.jpg,1
Morogoro,Morogoro,Kisemu,Mtamba,NA,Sembete spring,Sembete spring,NA,other,Spring,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.075784676639429 37.77782586252347 329.27506789292113 6.0,http://classic.ona.io/api/v1/files/2391260?filename=pbrtz/attachments/1474463163354.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Kwa pascali,Kwa pascali,NA,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,NA,NA,NA,NA,Kibana,NA,-7.062922012090168 37.78014869389374 283.0777259933013 12.0,http://classic.ona.io/api/v1/files/2391280?filename=pbrtz/attachments/1474463758517.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Kigong'o Mwisho,Kigong'o Mwisho,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.06340024364487 37.779714404947626 288.37745284951023 8.0,http://classic.ona.io/api/v1/files/2391274?filename=pbrtz/attachments/1474463981302.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,Kwa_Banzi_05023043223WP35,NA,Kwa_Banzi_05023043223WP35,05023043223WP35,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,Mkom,Mtukila,NA,-7.065378300363862 37.778598790108326 290.6901291877177 4.0,http://classic.ona.io/api/v1/files/2391279?filename=pbrtz/attachments/1474464290442.jpg,1
Morogoro,Morogoro,Kisemu,Mtamba,Kwa_Selina_05023043223WP34,NA,Kwa_Selina_05023043223WP34,05023043223WP34,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,Mkom,Mtukila,NA,-7.0673806759062785 37.77875195336398 299.05229285253085 4.0,http://classic.ona.io/api/v1/files/2391275?filename=pbrtz/attachments/1474464471694.jpg,1
Morogoro,Morogoro,Kisemu,Mtamba,Kwa_Mzee_Humbi_05023043223WP14,NA,Kwa_Mzee_Humbi_05023043223WP14,05023043223WP14,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,Mkom,Mtukila,NA,-7.078500619169551 37.777314952100916 324.9909151651191 4.0,http://classic.ona.io/api/v1/files/2391288?filename=pbrtz/attachments/1474465003443.jpg,1
Morogoro,Morogoro,Kisemu,Mtamba,NA,Kwa Mzee Monzolo,Kwa Mzee Monzolo,NA,communal_standpipe,NA,Not_functional,8,NA,NA,NA,NA,NA,NA,NA,NA,Kibana,NA,-7.079689325570477 37.77749873324396 332.8472765099865 8.0,http://classic.ona.io/api/v1/files/2391292?filename=pbrtz/attachments/1474465249672.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Kwa Allmasi,Kwa Allmasi,NA,communal_standpipe,NA,Not_functional,8 9,NA,NA,NA,NA,NA,NA,NA,NA,Kibana,NA,-7.080469064093201 37.77782398362252 337.08295804848154 6.0,http://classic.ona.io/api/v1/files/2391293?filename=pbrtz/attachments/1474465460539.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Kibandubandu spring,Kibandubandu spring,NA,other,Spring,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.0805699711845485 37.77759652603946 343.3412367862254 6.0,http://classic.ona.io/api/v1/files/2391295?filename=pbrtz/attachments/1474465584916.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Kwa Fuko,Kwa Fuko,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.080712679992216 37.775742021487005 331.59933606659143 6.0,http://classic.ona.io/api/v1/files/2391286?filename=pbrtz/attachments/1474465868395.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Polisi,Polisi,NA,communal_standpipe,NA,Not_functional,8 7,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.080417138766642 37.77502446339783 322.64929752259235 8.0,http://classic.ona.io/api/v1/files/2391334?filename=pbrtz/attachments/1474466037645.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Mtamba Sokoine,Mtamba Sokoine,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.0821125350035805 37.77485256985028 334.26936821176764 6.0,http://classic.ona.io/api/v1/files/2391330?filename=pbrtz/attachments/1474466255736.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Msikitini,Msikitini,NA,communal_standpipe,NA,Not_functional,8,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.0834678116344145 37.775232722484986 338.3076363103549 6.0,http://classic.ona.io/api/v1/files/2391329?filename=pbrtz/attachments/1474466487326.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Zahanati,Zahanati,NA,communal_standpipe,NA,Not_functional,8 7,NA,NA,NA,NA,NA,NA,NA,NA,Kibana,NA,-7.0849121807406075 37.775986839371896 313.9880115231359 8.0,http://classic.ona.io/api/v1/files/2391333?filename=pbrtz/attachments/1474466712319.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Zanahati,Zanahati,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.084952131511998 37.77643188393036 364.6949881727308 8.0,http://classic.ona.io/api/v1/files/2391345?filename=pbrtz/attachments/1474466981108.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,Kwa_Mzee_Chamene_05023043223WP12,NA,Kwa_Mzee_Chamene_05023043223WP12,05023043223WP12,communal_standpipe,NA,Not_functional,9,NA,Functional,NA,more_3_months,NA,NA,NA,Mtam,Mtukila,NA,-7.085582522414913 37.77566084530745 347.03680913613636 4.0,http://classic.ona.io/api/v1/files/2391347?filename=pbrtz/attachments/1474467363489.jpg,1
Morogoro,Morogoro,Kisemu,Mtamba,NA,Mtamba shuleni,Mtamba shuleni,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.086617397716607 37.772058691540686 324.36852055829627 6.0,http://classic.ona.io/api/v1/files/2391343?filename=pbrtz/attachments/1474467595413.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Kwa Bibi Butwa,Kwa Bibi Butwa,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.084358586769832 37.7717105429557 329.50767925208606 8.0,http://classic.ona.io/api/v1/files/2391348?filename=pbrtz/attachments/1474467885255.jpg,NA
Morogoro,Morogoro,Kisemu,Mtamba,NA,Gezaulole,Gezaulole,NA,communal_standpipe,NA,Not_functional,8 9 10,NA,NA,NA,NA,NA,NA,NA,NA,Mtukila,NA,-7.0834644283581545 37.77437735007635 330.3324073949657 4.0,http://classic.ona.io/api/v1/files/2391358?filename=pbrtz/attachments/1474468114773.jpg,NA
Dodoma,Kondoa,Soera,Soera,Kwa_Labai_01013014281WP18,NA,Kwa_Labai_01013014281WP18,01013014281WP18,communal_standpipe,NA,Not_functional,2,NA,Functional,NA,more_3_months,NA,NA,NA,Soera,World Bank,Misreporting,-4.593198755954161 35.73146346075276 1514.7418245731028 4.0,http://classic.ona.io/api/v1/files/2391488?filename=pbrtz/attachments/1474436707707.jpg,1
Dodoma,Kondoa,Soera,Soera,Shuleni_01013014281WP19,NA,Shuleni_01013014281WP19,01013014281WP19,communal_standpipe,NA,Not_functional,2,NA,Functional,NA,more_3_months,NA,NA,NA,Soera,World Bank,Misreporting,-4.592262765045019 35.734673703652895 1514.4972885845514 4.0,http://classic.ona.io/api/v1/files/2391491?filename=pbrtz/attachments/1474437177360.jpg,1
Dodoma,Kondoa,Soera,Soera,Kwa_Simpi_01013014281WP20,NA,Kwa_Simpi_01013014281WP20,01013014281WP20,communal_standpipe,NA,Not_functional,2,NA,Functional,NA,more_3_months,NA,NA,NA,Soera,World Bank,Misreporting,-4.596215128457766 35.73992849446836 1500.018410225545 4.0,http://classic.ona.io/api/v1/files/2391495?filename=pbrtz/attachments/1474438005269.jpg,1
Dodoma,Kondoa,Soera,Soera,Madina_01013014281WP22,NA,Madina_01013014281WP22,01013014281WP22,communal_standpipe,NA,Not_functional,2,NA,Functional,NA,more_3_months,NA,NA,NA,Soera,World Bank,Misreporting,-4.604113314569408 35.737223188213605 1496.4656538340587 4.0,http://classic.ona.io/api/v1/files/2391489?filename=pbrtz/attachments/1474439033683.jpg,1
Dodoma,Kondoa,Soera,Soera,Msikitini_01013014281WP21,NA,Msikitini_01013014281WP21,01013014281WP21,communal_standpipe,NA,Not_functional,2 10,NA,Functional,NA,more_3_months,NA,NA,NA,Soera,World Bank,Misreporting,-4.597887450889917 35.73538513050013 1519.2652277137731 4.0,http://classic.ona.io/api/v1/files/2391496?filename=pbrtz/attachments/1474439809498.jpg,1
Dodoma,Kondoa,Soera,Soera,Kwa_Mora_01013014281WP23,NA,Kwa_Mora_01013014281WP23,01013014281WP23,communal_standpipe,NA,Not_functional,2 8,NA,Functional,NA,more_3_months,NA,NA,NA,Soera,World Bank,Misreporting,-4.588446512899216 35.72848379563503 1508.4369288370597 4.0,http://classic.ona.io/api/v1/files/2391497?filename=pbrtz/attachments/1474441048169.jpg,1
Dodoma,Kondoa,Busi,Busi,Kwa_Mzee_Muindi_01013014031WP18,NA,Kwa_Mzee_Muindi_01013014031WP18,01013014031WP18,communal_standpipe,NA,Functional,NA,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Busi,Busi,NA,-4.849862259458789 36.053144371353284 1240.0866560253953 4.0,http://classic.ona.io/api/v1/files/2391509?filename=pbrtz/attachments/1474471433328.jpg,1
Dodoma,Kondoa,Busi,Busi,Kwa_Jafari_01013014031WP27,NA,Kwa_Jafari_01013014031WP27,01013014031WP27,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Busi,Busi,NA,-4.844717820321186 36.05936032097233 1222.2549315384597 4.0,http://classic.ona.io/api/v1/files/2391503?filename=pbrtz/attachments/1474472358857.jpg,1
Dodoma,Kondoa,Busi,Busi,Kwa_Ijuma_01013014031WP17,NA,Kwa_Ijuma_01013014031WP17,01013014031WP17,communal_standpipe,NA,Not_functional,9 10,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Busi,Busi,NA,-4.847222228554044 36.052889199084085 1238.0046942237825 4.0,http://classic.ona.io/api/v1/files/2391502?filename=pbrtz/attachments/1474473119402.jpg,1
Dodoma,Kondoa,Busi,Busi,Hospitalini_01013014031WP19,NA,Hospitalini_01013014031WP19,01013014031WP19,communal_standpipe,NA,Not_functional,9 10,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Busi,Busi,NA,-4.849952446707432 36.05040686140938 1243.188703762999 4.0,http://classic.ona.io/api/v1/files/2391508?filename=pbrtz/attachments/1474473625700.jpg,1
Dodoma,Kondoa,Busi,Busi,Shule_Ya_Secondari_Busi_01013014031WP20,NA,Shule_Ya_Secondari_Busi_01013014031WP20,01013014031WP20,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Busi,World Bank,Misreporting,-4.8519045544370485 36.04615699895717 1257.1754456289757 4.0,http://classic.ona.io/api/v1/files/2391505?filename=pbrtz/attachments/1474474322807.jpg,1
Dodoma,Kondoa,Busi,Busi,Shule_Ya_Secondari_Busi_01013014031WP21,NA,Shule_Ya_Secondari_Busi_01013014031WP21,01013014031WP21,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Busi,World Bank,Misreporting,-4.852125016356768 36.04568498417612 1249.42944947188 4.0,http://classic.ona.io/api/v1/files/2391504?filename=pbrtz/attachments/1474474447751.jpg,1
Dodoma,Kondoa,Busi,Busi,Shule_Ya_Secondari_Busi_01013014031WP22,NA,Shule_Ya_Secondari_Busi_01013014031WP22,01013014031WP22,communal_standpipe,NA,Not_functional,10,NA,Functional,NA,less_month,NA,NA,NA,Busi,World Bank,Misreporting,-4.852627492889659 36.04606730278515 1238.113891657728 4.0,http://classic.ona.io/api/v1/files/2391507?filename=pbrtz/attachments/1474474664395.jpg,1
Dodoma,Kondoa,Busi,Busi,Shule_Ya_Msingi_Busi_01013014031WP23,NA,Shule_Ya_Msingi_Busi_01013014031WP23,01013014031WP23,communal_standpipe,NA,Functional,NA,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Busi,Busi,NA,-4.853686564272557 36.04779792675757 1257.4428681077034 4.0,http://classic.ona.io/api/v1/files/2391506?filename=pbrtz/attachments/1474474950569.jpg,1
Dodoma,Kondoa,Busi,Busi,Kochochi_01013014031WP24,NA,Kochochi_01013014031WP24,01013014031WP24,communal_standpipe,NA,Functional,NA,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Busi,BSSF,Misreporting,-4.853342291770909 36.05211716864334 1237.0289681072466 4.0,http://classic.ona.io/api/v1/files/2391519?filename=pbrtz/attachments/1474475607532.jpg,1
Dodoma,Kondoa,Busi,Busi,Kwa_Isambu_01013014031WP25,NA,Kwa_Isambu_01013014031WP25,01013014031WP25,communal_standpipe,NA,Functional,NA,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Busi,BSSF,Misreporting,-4.859730376720586 36.05124873960247 1241.6725782336057 4.0,http://classic.ona.io/api/v1/files/2391520?filename=pbrtz/attachments/1474476360548.jpg,1
Dodoma,Kondoa,Busi,Busi,Majengo_01013014031WP26,NA,Majengo_01013014031WP26,01013014031WP26,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Busi,BSSF,Misreporting,-4.862320020759686 36.054294589407284 1219.78934641892 4.0,http://classic.ona.io/api/v1/files/2391516?filename=pbrtz/attachments/1474476897453.jpg,1
