region,lga,ward_merge,village_merge,select_wpt_name,new_wpt_name,wpt_name,wpt_code,wpt_type,wpt_type_other,wpt_status,wpt_non_functional_reason,wpt_non_functional_reason_other,wpt_pbr_status,wpt_call_status,pbr_nonfunctional_functional,pbr_functional_nonfunctional,call_nonfunctional_functional,call_functional_nonfunctional,wpt_pbr_scheme,scheme_merge,scheme_name_change,lat,long,wpt_image,numbertaps
Pwani,Kibaha,Ruvu,Minazi Mikinda,NA,Kijiweni,Kijiweni,NA,handpump_borehole,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,JICA,NA,-6.810525985,38.65671622,http://classic.ona.io/api/v1/files/2369033?filename=pbrtz/attachments/1474112124156.jpg,NA
Dodoma,Chemba,Chemba,Kambi ya Nyasa,NA,Shuleni,Shuleni,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kambi ya Nyasa water scheme,NA,-5.307450534,35.88548528,http://classic.ona.io/api/v1/files/2370054?filename=pbrtz/attachments/1474103312568.jpg,NA
Dodoma,Chemba,Chemba,Kambi ya Nyasa,NA,Stand,Stand,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kambi ya Nyasa,NA,-5.311421659,35.88295394,http://classic.ona.io/api/v1/files/2370051?filename=pbrtz/attachments/1474103910511.jpg,NA
Dodoma,Chemba,Chemba,Kambi ya Nyasa,NA,Sekondari,Sekondari,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kambi ya Nyasa,NA,-5.310199918,35.89275601,http://classic.ona.io/api/v1/files/2370049?filename=pbrtz/attachments/1474105301826.jpg,NA
Dodoma,Chemba,Chemba,Kambi ya Nyasa,NA,Kijijini,Kijijini,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kambi ya Nyasa,NA,-5.308100788,35.9090069,http://classic.ona.io/api/v1/files/2370064?filename=pbrtz/attachments/1474106085379.jpg,NA
Dodoma,Chemba,Chemba,Kambi ya Nyasa,NA,Ukristoni,Ukristoni,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kambi ya Nyasa,NA,-5.315623746,35.88249587,http://classic.ona.io/api/v1/files/2370060?filename=pbrtz/attachments/1474107661098.jpg,NA
Dodoma,Chemba,Chemba,Chemba,NA,Bombani,Bombani,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.24329278,35.89060231,http://classic.ona.io/api/v1/files/2370070?filename=pbrtz/attachments/1474111414960.jpg,NA
Dodoma,Chemba,Chemba,Chemba,Bombani_01073109131WP22,NA,Bombani_01073109131WP22,01073109131WP22,kiosk,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Chemba,Chemba,NA,-5.242805546,35.89027958,http://classic.ona.io/api/v1/files/2370068?filename=pbrtz/attachments/1474111989161.jpg,2
Dodoma,Chemba,Chemba,Chemba,NA,Kwa Juma,Kwa Juma,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.239963142,35.89040056,http://classic.ona.io/api/v1/files/2370072?filename=pbrtz/attachments/1474112973803.jpg,NA
Dodoma,Chemba,Chemba,Chemba,NA,Bombani,Bombani,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.2483771,35.8925162,http://classic.ona.io/api/v1/files/2370069?filename=pbrtz/attachments/1474114019264.jpg,NA
Dodoma,Chemba,Chemba,Chemba,Shuleni_01073109131WP23,NA,Shuleni_01073109131WP23,01073109131WP23,kiosk,NA,Functional,NA,NA,Not_functional,NA,NA,never_non_functional,NA,NA,Chemba,Chemba,NA,-5.236452098,35.89034206,http://classic.ona.io/api/v1/files/2370067?filename=pbrtz/attachments/1474115307329.jpg,2
Dodoma,Chemba,Chemba,Chemba,Kwamjungu_01073109131WP24,NA,Kwamjungu_01073109131WP24,01073109131WP24,kiosk,NA,Functional,NA,NA,Not_functional,NA,NA,never_non_functional,NA,NA,Chemba,Chemba,NA,-5.231481105,35.88951733,http://classic.ona.io/api/v1/files/2370078?filename=pbrtz/attachments/1474117600432.jpg,2
Dodoma,Chemba,Chemba,Chemba,Mradini_House_01073109131WP25,NA,Mradini_House_01073109131WP25,01073109131WP25,kiosk,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Chemba,Chemba,NA,-5.229439881,35.89266461,http://classic.ona.io/api/v1/files/2370074?filename=pbrtz/attachments/1474118194053.jpg,2
