region,lga,ward_merge,village_merge,select_wpt_name,new_wpt_name,wpt_name,wpt_code,wpt_type,wpt_type_other,wpt_status,wpt_non_functional_reason,wpt_non_functional_reason_other,wpt_pbr_status,wpt_call_status,pbr_nonfunctional_functional,pbr_functional_nonfunctional,call_nonfunctional_functional,call_functional_nonfunctional,wpt_pbr_scheme,scheme_merge,scheme_name_change,lat,long,wpt_image,numbertaps
Dodoma,Chemba,Chemba,Chemba,Kanisani_01073109131WP26,NA,Kanisani_01073109131WP26,01073109131WP26,kiosk,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Chemba,Chemba,NA,-5.227330595,35.89000948,http://classic.ona.io/api/v1/files/2370075?filename=pbrtz/attachments/1474118681611.jpg,2
Dodoma,Chemba,Chemba,Chemba,Mzee_Shaurimoyo_01073109131WP27,NA,Mzee_Shaurimoyo_01073109131WP27,01073109131WP27,kiosk,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Chemba,Chemba,NA,-5.22397918,35.88820989,http://classic.ona.io/api/v1/files/2370076?filename=pbrtz/attachments/1474119164905.jpg,2
Dodoma,Chemba,Chemba,Chemba,NA,Kwa Halifa Mwinyi,Kwa Halifa Mwinyi,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.22522888,35.88927532,http://classic.ona.io/api/v1/files/2370077?filename=pbrtz/attachments/1474119815705.jpg,NA
Dodoma,Chemba,Chemba,Chemba,NA,Kwa Shabani Kijuu,Kwa Shabani Kijuu,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.22051609,35.88910444,http://classic.ona.io/api/v1/files/2370085?filename=pbrtz/attachments/1474120555698.jpg,NA
Dodoma,Chemba,Chemba,Chemba,NA,Kwa Asha Abdallah,Kwa Asha Abdallah,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.231796815,35.88999309,http://classic.ona.io/api/v1/files/2370084?filename=pbrtz/attachments/1474121707029.jpg,NA
Pwani,Kibaha,Magindu,Lukenge,Ally_Maskati_06023011031WP 12,NA,Ally_Maskati_06023011031WP 12,06023011031WP 12,kiosk,NA,Not_functional,4,NA,Functional,NA,more_3_months,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.88475875,38.33370884,http://classic.ona.io/api/v1/files/2370941?filename=pbrtz/attachments/1474189143200.jpg,4
Pwani,Kibaha,Magindu,Lukenge,Agness_Baruti_06023011031WP 13,NA,Agness_Baruti_06023011031WP 13,06023011031WP 13,kiosk,NA,Not_functional,4,NA,Functional,NA,more_3_months,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.882496959,38.33310636,http://classic.ona.io/api/v1/files/2370945?filename=pbrtz/attachments/1474189578474.jpg,4
Pwani,Kibaha,Magindu,Magindu,Kwa_Mama_Lela_06023011031WP 05,NA,Kwa_Mama_Lela_06023011031WP 05,06023011031WP 05,kiosk,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.815904898,38.32227132,http://classic.ona.io/api/v1/files/2370947?filename=pbrtz/attachments/1474195541296.jpg,4
Pwani,Kibaha,Magindu,Magindu,Judith_Mkurugute_06023011031WP 09,NA,Judith_Mkurugute_06023011031WP 09,06023011031WP 09,kiosk,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.80567237,38.33111135,http://classic.ona.io/api/v1/files/2370950?filename=pbrtz/attachments/1474196035581.jpg,4
Pwani,Kibaha,Magindu,Magindu,NA,Kwa mama jiti,Kwa mama jiti,NA,kiosk,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami-Chalinze,NA,-6.823375866,38.32391646,http://classic.ona.io/api/v1/files/2370958?filename=pbrtz/attachments/1474196572809.jpg,NA
Pwani,Kibaha,Magindu,Magindu,NA,Kwa hasani omary bushiri,Kwa hasani omary bushiri,NA,kiosk,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami chalize,NA,-6.816223619,38.32563952,http://classic.ona.io/api/v1/files/2370948?filename=pbrtz/attachments/1474197070193.jpg,NA
Pwani,Kibaha,Magindu,Magindu,NA,Paulina  Chacha (kwa kasongo),Paulina  Chacha (kwa kasongo),NA,kiosk,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami-chalinze,NA,-6.815326997,38.32302539,http://classic.ona.io/api/v1/files/2370957?filename=pbrtz/attachments/1474202240746.jpg,NA
Pwani,Kibaha,Magindu,Magindu,Mateo_Kisebengo_06023011031WP 06,NA,Mateo_Kisebengo_06023011031WP 06,06023011031WP 06,kiosk,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.816448258,38.3229398,http://classic.ona.io/api/v1/files/2370953?filename=pbrtz/attachments/1474202610780.jpg,4
Pwani,Kibaha,Magindu,Mizuguni,NA,Kwa mlandete,Kwa mlandete,NA,kiosk,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,Wami-Chalinze,NA,-6.824033414,38.31313393,http://classic.ona.io/api/v1/files/2370963?filename=pbrtz/attachments/1474193588303.jpg,NA
Pwani,Kibaha,Magindu,Mizuguni,NA,Kwa msafiri,Kwa msafiri,NA,kiosk,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami- Chalinze,NA,-6.818935191,38.31618067,http://classic.ona.io/api/v1/files/2370959?filename=pbrtz/attachments/1474194051451.jpg,NA
Pwani,Kibaha,Magindu,Mizuguni,Esta_Dikoko_06023011031WP 01,NA,Esta_Dikoko_06023011031WP 01,06023011031WP 01,kiosk,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Wami_Chalinze,Wami_Chalinze,NA,-6.816927045,38.31954368,http://classic.ona.io/api/v1/files/2370966?filename=pbrtz/attachments/1474194473825.jpg,4
Pwani,Kibaha,Magindu,Mizuguni,NA,Kwa mzee maneno,Kwa mzee maneno,NA,kiosk,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wami- Chalinze,NA,-6.815686586,38.31871073,http://classic.ona.io/api/v1/files/2370961?filename=pbrtz/attachments/1474194868667.jpg,NA
Dodoma,Chemba,Kidoka,Pangalua,NA,Uwanjani,Uwanjani,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mradi wa maji pangalua,NA,-5.38218327,35.9371428,http://classic.ona.io/api/v1/files/2371094?filename=pbrtz/attachments/1474183194557.jpg,NA
Dodoma,Chemba,Kidoka,Pangalua,NA,Kwa Mwenyekiti,Kwa Mwenyekiti,NA,communal_standpipe,NA,Not_functional,8 10,NA,NA,NA,NA,NA,NA,NA,NA,Pangalua,NA,-5.37737561,35.93674317,http://classic.ona.io/api/v1/files/2371095?filename=pbrtz/attachments/1474183738383.jpg,NA
Dodoma,Chemba,Kidoka,Pangalua,NA,Kanisani,Kanisani,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pangaluwa,NA,-5.38770764,35.93807934,http://classic.ona.io/api/v1/files/2371100?filename=pbrtz/attachments/1474185208604.jpg,NA
Dodoma,Chemba,Kidoka,Pangalua,NA,Shuleni,Shuleni,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pangalua,NA,-5.38634969,35.91440025,http://classic.ona.io/api/v1/files/2371107?filename=pbrtz/attachments/1474187145756.jpg,NA
Dodoma,Chemba,Kidoka,Pangalua,NA,Kwa Kimolo,Kwa Kimolo,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pangalua,NA,-5.3866825,35.91238876,http://classic.ona.io/api/v1/files/2371111?filename=pbrtz/attachments/1474227769769.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Zahanati zamani,Zahanati zamani,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidoka,NA,-5.40696008,35.85305425,http://classic.ona.io/api/v1/files/2371114?filename=pbrtz/attachments/1474190152373.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Zahanati kituo kipya,Zahanati kituo kipya,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mkaji project,NA,-5.40685044,35.85228924,http://classic.ona.io/api/v1/files/2371116?filename=pbrtz/attachments/1474190435371.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Shuleni-Mwenge,Shuleni-Mwenge,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidoka,NA,-5.4096484,35.85235865,http://classic.ona.io/api/v1/files/2371118?filename=pbrtz/attachments/1474190774002.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Shuleni,Shuleni,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shuleni,NA,-5.41018832,35.85316243,http://classic.ona.io/api/v1/files/2371119?filename=pbrtz/attachments/1474191033047.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Kwa Kimosa,Kwa Kimosa,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidoka,NA,-5.41480191,35.85328308,http://classic.ona.io/api/v1/files/2371123?filename=pbrtz/attachments/1474191400822.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Kanisa Anglican,Kanisa Anglican,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidoka,NA,-5.40774748,35.85662983,http://classic.ona.io/api/v1/files/2371124?filename=pbrtz/attachments/1474191845617.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Msikitini,Msikitini,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,WSDP,NA,-5.40569287,35.85586904,http://classic.ona.io/api/v1/files/2371126?filename=pbrtz/attachments/1474192292285.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Kwa Muhogo,Kwa Muhogo,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,WSDP,NA,-5.40376696,35.85626973,http://classic.ona.io/api/v1/files/2371127?filename=pbrtz/attachments/1474192710860.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Kwa Ayoub,Kwa Ayoub,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,WSDP,NA,-5.4034572,35.85506271,http://classic.ona.io/api/v1/files/2371130?filename=pbrtz/attachments/1474193146420.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Kwa Mkung'ati,Kwa Mkung'ati,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,WSTP,NA,-5.39888892,35.85549528,http://classic.ona.io/api/v1/files/2371131?filename=pbrtz/attachments/1474194118144.jpg,NA
Dodoma,Chemba,Kidoka,Kidoka,NA,Kwa Juma,Kwa Juma,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,WSDP,NA,-5.39526009,35.85006252,http://classic.ona.io/api/v1/files/2371133?filename=pbrtz/attachments/1474194495406.jpg,NA
Dodoma,Chemba,Paranga,Paranga,NA,Miembeni,Miembeni,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.17869095,35.86784308,http://classic.ona.io/api/v1/files/2371140?filename=pbrtz/attachments/1474198133266.jpg,NA
Dodoma,Chemba,Paranga,Paranga,NA,Kwa Mzee Rashidi,Kwa Mzee Rashidi,NA,communal_standpipe,NA,Not_functional,4 9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.1783668,35.86884778,http://classic.ona.io/api/v1/files/2371141?filename=pbrtz/attachments/1474198496276.jpg,NA
Dodoma,Chemba,Paranga,Paranga,NA,Kwa Ali Bira,Kwa Ali Bira,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.17718568,35.8705053,http://classic.ona.io/api/v1/files/2371142?filename=pbrtz/attachments/1474198909288.jpg,NA
Dodoma,Chemba,Paranga,Paranga,NA,Uwanja wa mpira S/Msingi,Uwanja wa mpira S/Msingi,NA,communal_standpipe,NA,Not_functional,4 9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.1761601,35.87051731,http://classic.ona.io/api/v1/files/2371144?filename=pbrtz/attachments/1474199318203.jpg,NA
Dodoma,Chemba,Paranga,Paranga,NA,Godown,Godown,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.17470318,35.8695918,http://classic.ona.io/api/v1/files/2371138?filename=pbrtz/attachments/1474199650919.jpg,NA
Dodoma,Chemba,Paranga,Paranga,NA,Godown kwa Ayubu Mzee,Godown kwa Ayubu Mzee,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.17526901,35.8685593,http://classic.ona.io/api/v1/files/2371146?filename=pbrtz/attachments/1474200046347.jpg,NA
Dodoma,Chemba,Paranga,Paranga,NA,Godown Kwa Shaban Kombo,Godown Kwa Shaban Kombo,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.17667712,35.86780319,http://classic.ona.io/api/v1/files/2371148?filename=pbrtz/attachments/1474200465951.jpg,NA
Dodoma,Chemba,Paranga,Paranga,NA,Msikitini,Msikitini,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.17671775,35.86674496,http://classic.ona.io/api/v1/files/2371149?filename=pbrtz/attachments/1474200698464.jpg,NA
Dodoma,Chemba,Paranga,Paranga,Tutani_Barabarani_01073109141WP15,NA,Tutani_Barabarani_01073109141WP15,01073109141WP15,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional,NA,never_functional,NA,NA,NA,Tuta,Tuta,NA,-5.16275498,35.85510182,http://classic.ona.io/api/v1/files/2371152?filename=pbrtz/attachments/1474202003156.jpg,2
Dodoma,Chemba,Paranga,Paranga,NA,Mashine ya maji,Mashine ya maji,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.15973227,35.85715862,http://classic.ona.io/api/v1/files/2371158?filename=pbrtz/attachments/1474203749990.jpg,NA
Dodoma,Kondoa,Kolo,Choka,NA,Center,Center,NA,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,NA,NA,NA,NA,WB,NA,-4.77258592,35.83562832,http://classic.ona.io/api/v1/files/2376502?filename=pbrtz/attachments/1474267995281.jpg,NA
Dodoma,Kondoa,Kolo,Choka,NA,Lusangi,Lusangi,NA,communal_standpipe,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,WB,NA,-4.78720114,35.83320332,http://classic.ona.io/api/v1/files/2376524?filename=pbrtz/attachments/1474268602867.jpg,NA
Dodoma,Kondoa,Kolo,Choka,Kanisani_01013014241WP15,NA,Kanisani_01013014241WP15,01013014241WP15,communal_standpipe,NA,Not_functional,9 7,NA,Functional,NA,more_3_months,NA,NA,NA,Choka,Choka,NA,-4.77971332,35.83354891,http://classic.ona.io/api/v1/files/2376526?filename=pbrtz/attachments/1474269422615.jpg,1
Dodoma,Kondoa,Kolo,Choka,NA,Shuleni,Shuleni,NA,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,NA,NA,NA,NA,Choka WB,NA,-4.77970974,35.82992595,http://classic.ona.io/api/v1/files/2376527?filename=pbrtz/attachments/1474269781798.jpg,NA
Dodoma,Kondoa,Kolo,Choka,Korokoso_01013014241WP13,NA,Korokoso_01013014241WP13,01013014241WP13,communal_standpipe,NA,Not_functional,9 7,NA,Functional,NA,more_3_months,NA,NA,NA,Choka,Choka,NA,-4.76691244,35.83868278,http://classic.ona.io/api/v1/files/2376529?filename=pbrtz/attachments/1474270351946.jpg,1
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Mzee Nkwasa,Kwa Mzee Nkwasa,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67071927,35.87791884,http://classic.ona.io/api/v1/files/2376532?filename=pbrtz/attachments/1474275743772.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Ally Modu,Kwa Ally Modu,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67293403,35.87731028,http://classic.ona.io/api/v1/files/2376534?filename=pbrtz/attachments/1474276115341.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Dominic,Kwa Dominic,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67480041,35.87556003,http://classic.ona.io/api/v1/files/2376535?filename=pbrtz/attachments/1474276423723.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Dirima,Kwa Dirima,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.67601184,35.87583347,http://classic.ona.io/api/v1/files/2376537?filename=pbrtz/attachments/1474276613288.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Hussein Mchana,Kwa Hussein Mchana,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67741965,35.87748286,http://classic.ona.io/api/v1/files/2376541?filename=pbrtz/attachments/1474276871039.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Mzee Dara,Kwa Mzee Dara,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.67876654,35.8738795,http://classic.ona.io/api/v1/files/2376548?filename=pbrtz/attachments/1474277512717.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Haruna Msikitini,Kwa Haruna Msikitini,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.67449501,35.87466833,http://classic.ona.io/api/v1/files/2376550?filename=pbrtz/attachments/1474277992490.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Juta,Kwa Juta,NA,handpump_ringwell,NA,Not_functional,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6761728,35.87267124,http://classic.ona.io/api/v1/files/2376552?filename=pbrtz/attachments/1474278338797.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Omary Rashid,Kwa Omary Rashid,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67497706,35.87127627,http://classic.ona.io/api/v1/files/2376555?filename=pbrtz/attachments/1474278774690.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Nwanga Takayo,Kwa Nwanga Takayo,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.67795565,35.86913567,http://classic.ona.io/api/v1/files/2376558?filename=pbrtz/attachments/1474279340259.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Mzee Abuu,Kwa Mzee Abuu,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.68071055,35.86777126,http://classic.ona.io/api/v1/files/2376681?filename=pbrtz/attachments/1474279807172.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Saidi Babu,Kwa Saidi Babu,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.68310273,35.86809609,http://classic.ona.io/api/v1/files/2376686?filename=pbrtz/attachments/1474280255044.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Msikitini kwa Mzee Banka,Msikitini kwa Mzee Banka,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,TASAF,NA,-4.68310513,35.8673837,http://classic.ona.io/api/v1/files/2376707?filename=pbrtz/attachments/1474280528725.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Chobu,Kwa Chobu,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.68514779,35.86628025,http://classic.ona.io/api/v1/files/2376718?filename=pbrtz/attachments/1474281144699.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Khalifa Kinango,Kwa Khalifa Kinango,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.69284012,35.86971843,http://classic.ona.io/api/v1/files/2376724?filename=pbrtz/attachments/1474282214102.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Msikitini kwa Mohamed Lemo,Msikitini kwa Mohamed Lemo,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.69257972,35.86842771,http://classic.ona.io/api/v1/files/2376737?filename=pbrtz/attachments/1474282651993.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,Kwa_Misanya_01013014271WP12,NA,Kwa_Misanya_01013014271WP12,01013014271WP12,communal_standpipe,NA,Not_functional,10,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Mnen,Mnen,NA,-4.69439211,35.87228755,http://classic.ona.io/api/v1/files/2376739?filename=pbrtz/attachments/1474283608591.jpg,1
Dodoma,Kondoa,Mnenia,Mnenia,NA,Msikitini Kwa Saidi Mohamed Gwandi,Msikitini Kwa Saidi Mohamed Gwandi,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.69510857,35.87464196,http://classic.ona.io/api/v1/files/2376750?filename=pbrtz/attachments/1474284398071.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Shule ya Msingi Msufini,Shule ya Msingi Msufini,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6966701,35.8722259,http://classic.ona.io/api/v1/files/2376755?filename=pbrtz/attachments/1474284884633.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,Mboryo_01013014271WP14,NA,Mboryo_01013014271WP14,01013014271WP14,communal_standpipe,NA,Not_functional,9 10,NA,Functional,NA,more_3_months,NA,NA,NA,Mnen,Mnen,NA,-4.69598782,35.87042329,http://classic.ona.io/api/v1/files/2376760?filename=pbrtz/attachments/1474285473681.jpg,1
Dodoma,Kondoa,Mnenia,Mnenia,NA,Kwa Idd Kindo,Kwa Idd Kindo,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Wananchi,NA,-4.69770427,35.87056758,http://classic.ona.io/api/v1/files/2376764?filename=pbrtz/attachments/1474285828586.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Zahanati,Zahanati,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wananchi,NA,-4.69854455,35.86960976,http://classic.ona.io/api/v1/files/2376765?filename=pbrtz/attachments/1474286157619.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Mskitini kwa Idd Afande,Mskitini kwa Idd Afande,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Wananchi,NA,-4.69733564,35.86928733,http://classic.ona.io/api/v1/files/2376768?filename=pbrtz/attachments/1474286464001.jpg,NA
Dodoma,Kondoa,Mnenia,Mnenia,NA,Ofisi ya Kijiji,Ofisi ya Kijiji,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,CRIDEP,NA,-4.69464774,35.86872145,http://classic.ona.io/api/v1/files/2376771?filename=pbrtz/attachments/1474286887341.jpg,NA
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Msepwa_01013014011WP12,NA,Kwa_Msepwa_01013014011WP12,01013014011WP12,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Bumb,Kredep,Misreporting,-4.65383863,35.95343683,http://classic.ona.io/api/v1/files/2376773?filename=pbrtz/attachments/1474294218259.jpg,1
Dodoma,Kondoa,Bumbuta,Bumbuta,Shule_Ya_Msingi_Bumbuta_01013014011WP11,NA,Shule_Ya_Msingi_Bumbuta_01013014011WP11,01013014011WP11,communal_standpipe,NA,Not_functional,2 9 10,NA,Functional,NA,more_3_months,NA,NA,NA,Bumb,Kredep,Misreporting,-4.64760991,35.95087425,http://classic.ona.io/api/v1/files/2376774?filename=pbrtz/attachments/1474294682858.jpg,1
Dodoma,Kondoa,Bumbuta,Bumbuta,Bumbuta_Kati_01013014011WP10,NA,Bumbuta_Kati_01013014011WP10,01013014011WP10,communal_standpipe,NA,Not_functional,2 10,NA,Functional,NA,more_3_months,NA,NA,NA,Bumb,Kredep,Misreporting,-4.6464017,35.94930951,http://classic.ona.io/api/v1/files/2376776?filename=pbrtz/attachments/1474295153599.jpg,1
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Iluja_01013014011WP09,NA,Kwa_Iluja_01013014011WP09,01013014011WP09,communal_standpipe,NA,Not_functional,2 9 10,NA,Functional,NA,more_3_months,NA,NA,NA,Bumb,Kredep,Misreporting,-4.64060684,35.95177079,http://classic.ona.io/api/v1/files/2376779?filename=pbrtz/attachments/1474295949119.jpg,1
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Suru_01013014011WP08,NA,Kwa_Suru_01013014011WP08,01013014011WP08,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Bumb,Kredep,Misreporting,-4.62539544,35.95329087,http://classic.ona.io/api/v1/files/2376780?filename=pbrtz/attachments/1474296243155.jpg,1
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Kituo  cha kati,Kituo  cha kati,NA,communal_standpipe,NA,Not_functional,3 9 10,NA,NA,NA,NA,NA,NA,NA,NA,Operation Vijiji,NA,-4.6130681,35.94695431,http://classic.ona.io/api/v1/files/2376787?filename=pbrtz/attachments/1474298058917.jpg,NA
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Mgongo tembo,Mgongo tembo,NA,communal_standpipe,NA,Not_functional,3 9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Operation Vijiji,NA,-4.61164342,35.94651976,http://classic.ona.io/api/v1/files/2376789?filename=pbrtz/attachments/1474298237936.jpg,NA
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Mbugani,Mbugani,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Opetration Vijijini,NA,-4.61408899,35.94607295,http://classic.ona.io/api/v1/files/2376798?filename=pbrtz/attachments/1474298744132.jpg,NA
Dodoma,Kondoa,Bumbuta,Mkundulu,NA,Msikitini,Msikitini,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Operation Vijijini,NA,-4.61317601,35.94856969,http://classic.ona.io/api/v1/files/2376802?filename=pbrtz/attachments/1474300162603.jpg,NA
