"","wpt_name","wpt_type","wpt_type_other","wpt_status","wpt_non_functional_reason","wpt_non_functional_reason_other","wpt_pbr_status","wpt_call_status","pbr_nonfunctional_functional","pbr_functional_nonfunctional","call_nonfunctional_functional","call_functional_nonfunctional","wpt_pbr_scheme","scheme_name_change","lat","long","wpt_image","region","lga","ward_merge","village_merge","scheme_merge"
"262","Kwa_Banzi_05023043223WP35","communal_standpipe",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,"Mkom",NA,"-7.065378300363862","37.778598790108326","http://classic.ona.io/api/v1/files/2391279?filename=pbrtz/attachments/1474464290442.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"263","Kwa_Selina_05023043223WP34","communal_standpipe",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,"Mkom",NA,"-7.0673806759062785","37.77875195336398","http://classic.ona.io/api/v1/files/2391275?filename=pbrtz/attachments/1474464471694.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"264","Kwa_Mzee_Humbi_05023043223WP14","communal_standpipe",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,"Mkom",NA,"-7.078500619169551","37.777314952100916","http://classic.ona.io/api/v1/files/2391288?filename=pbrtz/attachments/1474465003443.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"265","Kwa Mzee Monzolo","communal_standpipe",NA,"Not_functional","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.079689325570477","37.77749873324396","http://classic.ona.io/api/v1/files/2391292?filename=pbrtz/attachments/1474465249672.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Kibana"
"266","Kwa Allmasi","communal_standpipe",NA,"Not_functional","8 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.080469064093201","37.77782398362252","http://classic.ona.io/api/v1/files/2391293?filename=pbrtz/attachments/1474465460539.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Kibana"
"267","Kibandubandu spring","other","Spring","Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.0805699711845485","37.77759652603946","http://classic.ona.io/api/v1/files/2391295?filename=pbrtz/attachments/1474465584916.jpg","Morogoro","Morogoro","Kisemu","Mtamba",NA
"268","Kwa Fuko","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.080712679992216","37.775742021487005","http://classic.ona.io/api/v1/files/2391286?filename=pbrtz/attachments/1474465868395.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"269","Polisi","communal_standpipe",NA,"Not_functional","8 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.080417138766642","37.77502446339783","http://classic.ona.io/api/v1/files/2391334?filename=pbrtz/attachments/1474466037645.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"270","Mtamba Sokoine","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.0821125350035805","37.77485256985028","http://classic.ona.io/api/v1/files/2391330?filename=pbrtz/attachments/1474466255736.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"271","Msikitini","communal_standpipe",NA,"Not_functional","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.0834678116344145","37.775232722484986","http://classic.ona.io/api/v1/files/2391329?filename=pbrtz/attachments/1474466487326.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"272","Zahanati","communal_standpipe",NA,"Not_functional","8 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.0849121807406075","37.775986839371896","http://classic.ona.io/api/v1/files/2391333?filename=pbrtz/attachments/1474466712319.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Kibana"
"273","Zanahati","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.084952131511998","37.77643188393036","http://classic.ona.io/api/v1/files/2391345?filename=pbrtz/attachments/1474466981108.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"274","Kwa_Mzee_Chamene_05023043223WP12","communal_standpipe",NA,"Not_functional","9",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Mtam",NA,"-7.085582522414913","37.77566084530745","http://classic.ona.io/api/v1/files/2391347?filename=pbrtz/attachments/1474467363489.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"275","Mtamba shuleni","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.086617397716607","37.772058691540686","http://classic.ona.io/api/v1/files/2391343?filename=pbrtz/attachments/1474467595413.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"276","Kwa Bibi Butwa","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.084358586769832","37.7717105429557","http://classic.ona.io/api/v1/files/2391348?filename=pbrtz/attachments/1474467885255.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"277","Gezaulole","communal_standpipe",NA,"Not_functional","8 9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.0834644283581545","37.77437735007635","http://classic.ona.io/api/v1/files/2391358?filename=pbrtz/attachments/1474468114773.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
"278","Kwa_Labai_01013014281WP18","communal_standpipe",NA,"Not_functional","2",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Soera","Misreporting","-4.593198755954161","35.73146346075276","http://classic.ona.io/api/v1/files/2391488?filename=pbrtz/attachments/1474436707707.jpg","Dodoma","Kondoa","Soera","Soera","World Bank"
"279","Shuleni_01013014281WP19","communal_standpipe",NA,"Not_functional","2",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Soera","Misreporting","-4.592262765045019","35.734673703652895","http://classic.ona.io/api/v1/files/2391491?filename=pbrtz/attachments/1474437177360.jpg","Dodoma","Kondoa","Soera","Soera","World Bank"
"280","Kwa_Simpi_01013014281WP20","communal_standpipe",NA,"Not_functional","2",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Soera","Misreporting","-4.596215128457766","35.73992849446836","http://classic.ona.io/api/v1/files/2391495?filename=pbrtz/attachments/1474438005269.jpg","Dodoma","Kondoa","Soera","Soera","World Bank"
"281","Madina_01013014281WP22","communal_standpipe",NA,"Not_functional","2",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Soera","Misreporting","-4.604113314569408","35.737223188213605","http://classic.ona.io/api/v1/files/2391489?filename=pbrtz/attachments/1474439033683.jpg","Dodoma","Kondoa","Soera","Soera","World Bank"
"282","Msikitini_01013014281WP21","communal_standpipe",NA,"Not_functional","2 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Soera","Misreporting","-4.597887450889917","35.73538513050013","http://classic.ona.io/api/v1/files/2391496?filename=pbrtz/attachments/1474439809498.jpg","Dodoma","Kondoa","Soera","Soera","World Bank"
"283","Kwa_Mora_01013014281WP23","communal_standpipe",NA,"Not_functional","2 8",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Soera","Misreporting","-4.588446512899216","35.72848379563503","http://classic.ona.io/api/v1/files/2391497?filename=pbrtz/attachments/1474441048169.jpg","Dodoma","Kondoa","Soera","Soera","World Bank"
"284","Kwa_Mzee_Muindi_01013014031WP18","communal_standpipe",NA,"Functional",NA,NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Busi",NA,"-4.849862259458789","36.053144371353284","http://classic.ona.io/api/v1/files/2391509?filename=pbrtz/attachments/1474471433328.jpg","Dodoma","Kondoa","Busi","Busi","Busi"
"285","Kwa_Jafari_01013014031WP27","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Busi",NA,"-4.844717820321186","36.05936032097233","http://classic.ona.io/api/v1/files/2391503?filename=pbrtz/attachments/1474472358857.jpg","Dodoma","Kondoa","Busi","Busi","Busi"
"286","Kwa_Ijuma_01013014031WP17","communal_standpipe",NA,"Not_functional","9 10",NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Busi",NA,"-4.847222228554044","36.052889199084085","http://classic.ona.io/api/v1/files/2391502?filename=pbrtz/attachments/1474473119402.jpg","Dodoma","Kondoa","Busi","Busi","Busi"
"287","Hospitalini_01013014031WP19","communal_standpipe",NA,"Not_functional","9 10",NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Busi",NA,"-4.849952446707432","36.05040686140938","http://classic.ona.io/api/v1/files/2391508?filename=pbrtz/attachments/1474473625700.jpg","Dodoma","Kondoa","Busi","Busi","Busi"
"288","Shule_Ya_Secondari_Busi_01013014031WP20","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Busi","Misreporting","-4.8519045544370485","36.04615699895717","http://classic.ona.io/api/v1/files/2391505?filename=pbrtz/attachments/1474474322807.jpg","Dodoma","Kondoa","Busi","Busi","World Bank"
"289","Shule_Ya_Secondari_Busi_01013014031WP21","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Busi","Misreporting","-4.852125016356768","36.04568498417612","http://classic.ona.io/api/v1/files/2391504?filename=pbrtz/attachments/1474474447751.jpg","Dodoma","Kondoa","Busi","Busi","World Bank"
"290","Shule_Ya_Secondari_Busi_01013014031WP22","communal_standpipe",NA,"Not_functional","10",NA,"Functional",NA,"less_month",NA,NA,NA,"Busi","Misreporting","-4.852627492889659","36.04606730278515","http://classic.ona.io/api/v1/files/2391507?filename=pbrtz/attachments/1474474664395.jpg","Dodoma","Kondoa","Busi","Busi","World Bank"
"291","Shule_Ya_Msingi_Busi_01013014031WP23","communal_standpipe",NA,"Functional",NA,NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Busi",NA,"-4.853686564272557","36.04779792675757","http://classic.ona.io/api/v1/files/2391506?filename=pbrtz/attachments/1474474950569.jpg","Dodoma","Kondoa","Busi","Busi","Busi"
"292","Kochochi_01013014031WP24","communal_standpipe",NA,"Functional",NA,NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Busi","Misreporting","-4.853342291770909","36.05211716864334","http://classic.ona.io/api/v1/files/2391519?filename=pbrtz/attachments/1474475607532.jpg","Dodoma","Kondoa","Busi","Busi","BSSF"
"293","Kwa_Isambu_01013014031WP25","communal_standpipe",NA,"Functional",NA,NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Busi","Misreporting","-4.859730376720586","36.05124873960247","http://classic.ona.io/api/v1/files/2391520?filename=pbrtz/attachments/1474476360548.jpg","Dodoma","Kondoa","Busi","Busi","BSSF"
"294","Majengo_01013014031WP26","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Busi","Misreporting","-4.862320020759686","36.054294589407284","http://classic.ona.io/api/v1/files/2391516?filename=pbrtz/attachments/1474476897453.jpg","Dodoma","Kondoa","Busi","Busi","BSSF"
"295","Kwa_Jafari_01013014031WP27","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Busi","Misreporting","-4.862710991812462","36.051992020898645","http://classic.ona.io/api/v1/files/2391517?filename=pbrtz/attachments/1474477223273.jpg","Dodoma","Kondoa","Busi","Busi","BSSF"
"296","Mbuga_Ya_Starehe_01013014031WP28","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Busi","Misreporting","-4.8652892702317825","36.05220412233547","http://classic.ona.io/api/v1/files/2391518?filename=pbrtz/attachments/1474477548412.jpg","Dodoma","Kondoa","Busi","Busi","BSSF"
"297","Kwa_Hawa_01013014291WP66","communal_standpipe",NA,"Not_functional",NA,NA,"Functional",NA,"more_3_months",NA,NA,NA,"Kwa","Misreporting","-4.512539121145523","35.799489859551386","http://classic.ona.io/api/v1/files/2391605?filename=pbrtz/attachments/1474451344138.jpg","Dodoma","Kondoa","Itololo","Itololo","Kiredep"
"298","Msikitini","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.508887687186418","35.80319822411845","http://classic.ona.io/api/v1/files/2391606?filename=pbrtz/attachments/1474451751716.jpg","Dodoma","Kondoa","Itololo","Itololo","Kiredep"
"299","Kwa_Musuri_01013014291WP65","communal_standpipe",NA,"Not_functional",NA,NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Kwa","Misreporting","-4.510534181441043","35.80877810732523","http://classic.ona.io/api/v1/files/2391607?filename=pbrtz/attachments/1474452081774.jpg","Dodoma","Kondoa","Itololo","Itololo","Kiredep"
"300","Kwa Kirei","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.516140965562011","35.80690321120851","http://classic.ona.io/api/v1/files/2391604?filename=pbrtz/attachments/1474453295990.jpg","Dodoma","Kondoa","Itololo","Itololo","LGA"
"301","Kwa_Mjore_01013014291WP68","communal_standpipe",NA,"Not_functional",NA,NA,"Not_functional",NA,NA,NA,NA,NA,"Kwa","Misreporting","-4.523365152717232","35.79702149234199","http://classic.ona.io/api/v1/files/2391612?filename=pbrtz/attachments/1474453854577.jpg","Dodoma","Kondoa","Itololo","Itololo","Kiredep"
"302","Kwa Masai","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.517425972537923","35.79794035391287","http://classic.ona.io/api/v1/files/2391611?filename=pbrtz/attachments/1474454569307.jpg","Dodoma","Kondoa","Itololo","Itololo","LGA"
"303","Kwa Matei","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.5178068972372145","35.79507812203801","http://classic.ona.io/api/v1/files/2391613?filename=pbrtz/attachments/1474454842844.jpg","Dodoma","Kondoa","Itololo","Itololo","LGA"
"304","Mdasiru_01013014291WP67","communal_standpipe",NA,"Functional",NA,NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Kwa","Misreporting","-4.517878382078001","35.793691877087525","http://classic.ona.io/api/v1/files/2391610?filename=pbrtz/attachments/1474455070530.jpg","Dodoma","Kondoa","Itololo","Itololo","LGA"
"305","Kwa_Mzee_Kimburi_01013014291WP69","communal_standpipe",NA,"Not_functional",NA,NA,"Not_functional",NA,NA,NA,NA,NA,"Kwa","Misreporting","-4.529086127560263","35.789262818869524","http://classic.ona.io/api/v1/files/2391620?filename=pbrtz/attachments/1474455568080.jpg","Dodoma","Kondoa","Itololo","Itololo","Kiredep"
"306","Kwa Bubu","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.525107419785924","35.79071675055918","http://classic.ona.io/api/v1/files/2391617?filename=pbrtz/attachments/1474456196376.jpg","Dodoma","Kondoa","Itololo","Itololo","Kiredep"
"307","Shule ya Msingi _Itololo","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.519975512322249","35.79241734513026","http://classic.ona.io/api/v1/files/2391619?filename=pbrtz/attachments/1474456641419.jpg","Dodoma","Kondoa","Itololo","Itololo","Kiredep"
"308","Mzee Jololo","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.007535460910414","36.23646266676536","http://classic.ona.io/api/v1/files/2398937?filename=pbrtz/attachments/1474537737557.jpg","Dodoma","Chemba","Jangalo","Mlongia","COWSO"
"309","Msufini","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.007504150103066","36.23653641651677","http://classic.ona.io/api/v1/files/2398945?filename=pbrtz/attachments/1474537846040.jpg","Dodoma","Chemba","Jangalo","Mlongia","Ntomoko"
"310","Kwa Issa Kondo","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.008130286128546","36.23281033985408","http://classic.ona.io/api/v1/files/2398939?filename=pbrtz/attachments/1474538137182.jpg","Dodoma","Chemba","Jangalo","Mlongia","COWSO"
"311","Ngariba","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.008187063152126","36.232732775530835","http://classic.ona.io/api/v1/files/2398947?filename=pbrtz/attachments/1474538216814.jpg","Dodoma","Chemba","Jangalo","Mlongia","Ntomoko"
"312","Sokoine","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.004151596914376","36.23202628586597","http://classic.ona.io/api/v1/files/2398946?filename=pbrtz/attachments/1474538403141.jpg","Dodoma","Chemba","Jangalo","Mlongia","COWSO"
"313","Hamis Mlala","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.008238446309699","36.22964681917339","http://classic.ona.io/api/v1/files/2398941?filename=pbrtz/attachments/1474538911177.jpg","Dodoma","Chemba","Jangalo","Mlongia","COWSO"
"314","Tangini_A_01073109091WP10","communal_standpipe",NA,"Not_functional",NA,NA,"Not_functional",NA,NA,NA,NA,NA,"Mlongia","Misreporting","-5.011248445511757","36.233221293846945","http://classic.ona.io/api/v1/files/2398951?filename=pbrtz/attachments/1474539219964.jpg","Dodoma","Chemba","Jangalo","Mlongia","COWSO"
"315","Tangini_B_01073109091WP11","communal_standpipe",NA,"Not_functional",NA,NA,"Not_functional",NA,NA,NA,NA,NA,"Mlongia","Misreporting","-5.009605245161484","36.235169644666904","http://classic.ona.io/api/v1/files/2398953?filename=pbrtz/attachments/1474539428858.jpg","Dodoma","Chemba","Jangalo","Mlongia","COWSO"
"316","Tangini B_CCM","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.009651856057724","36.23518916799156","http://classic.ona.io/api/v1/files/2398950?filename=pbrtz/attachments/1474539525053.jpg","Dodoma","Chemba","Jangalo","Mlongia","Ntomoko"
"317","Banda_La_Ngozi_01073109091WP02","communal_standpipe",NA,"Not_functional",NA,NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Ntom","Ntomoko scheme water points are renovated by COWSO","-5.0105699477648535","36.238215201114635","http://classic.ona.io/api/v1/files/2398952?filename=pbrtz/attachments/1474539890967.jpg","Dodoma","Chemba","Jangalo","Mlongia","COWSO"
"318","Bustani_01073109091WP01","communal_standpipe",NA,"Not_functional",NA,NA,"Not_functional",NA,NA,NA,NA,NA,"Ntom","Ntomoko scheme water points are renovated by COWSO","-5.008146241189535","36.23883719838631","http://classic.ona.io/api/v1/files/2398956?filename=pbrtz/attachments/1474540159847.jpg","Dodoma","Chemba","Jangalo","Mlongia","COWSO"
"319","Shule ya msingi_Mlongia","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.012491923376344","36.233363398867134","http://classic.ona.io/api/v1/files/2398957?filename=pbrtz/attachments/1474540748828.jpg","Dodoma","Chemba","Jangalo","Mlongia","Ntomoko"
"320","Godown","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.18009206216086","36.292987110251445","http://classic.ona.io/api/v1/files/2398965?filename=pbrtz/attachments/1474546020231.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"321","Salumu Nyasuka","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.18593036472302","36.290264690203145","http://classic.ona.io/api/v1/files/2398963?filename=pbrtz/attachments/1474546424337.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"322","Juma Maige","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.184951806687197","36.29218112655439","http://classic.ona.io/api/v1/files/2398968?filename=pbrtz/attachments/1474546668465.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"323","Juma Nganyangwa","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.1837203090058654","36.28949307841456","http://classic.ona.io/api/v1/files/2398962?filename=pbrtz/attachments/1474546994575.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","LGA"
"324","Juma Nganyangwa 2","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.18369889933759","36.28945300042364","http://classic.ona.io/api/v1/files/2398960?filename=pbrtz/attachments/1474547134766.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"325","Kwa Issa Ndee","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.18141832884868","36.291420408904415","http://classic.ona.io/api/v1/files/2398977?filename=pbrtz/attachments/1474547402220.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"326","Hamudu Kipara","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.1813900477874855","36.28785261038543","http://classic.ona.io/api/v1/files/2398975?filename=pbrtz/attachments/1474547859378.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"327","Msikitini","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.177813482275096","36.2882144486529","http://classic.ona.io/api/v1/files/2398980?filename=pbrtz/attachments/1474548173999.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"328","Mama Aziz Nyange","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.178098107819867","36.28896287756925","http://classic.ona.io/api/v1/files/2398972?filename=pbrtz/attachments/1474548324593.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","LGA"
"329","Halima Haji","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.176177134727596","36.28956335129839","http://classic.ona.io/api/v1/files/2398979?filename=pbrtz/attachments/1474548601706.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"330","Saidi Cheusi","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.177878048147169","36.29408451311388","http://classic.ona.io/api/v1/files/2398985?filename=pbrtz/attachments/1474548954406.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"331","Zahanati_01073109101WP06","communal_standpipe",NA,"Not_functional",NA,NA,"Not_functional",NA,NA,NA,NA,NA,"Mrij",NA,"-5.17956337777024","36.29349982951933","http://classic.ona.io/api/v1/files/2398986?filename=pbrtz/attachments/1474549167646.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","Mrij"
"332","Zahanati_wodini","communal_standpipe",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.178228932639337","36.293004913932464","http://classic.ona.io/api/v1/files/2398983?filename=pbrtz/attachments/1474549406184.jpg","Dodoma","Chemba","Mrijo","Mrijo Chini","BRA"
"333","Shuleni_01073109061WP04","communal_standpipe",NA,"Not_functional","8 9 7",NA,"Functional",NA,"less_month",NA,NA,NA,"Ntomoko",NA,"-5.05212698","36.11342944","http://classic.ona.io/api/v1/files/2399040?filename=pbrtz/attachments/1474528845707.jpg","Dodoma","Chemba","Songoro","Hamai","Ntomoko"
"334","Shuleni B","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.05216467","36.11355994","http://classic.ona.io/api/v1/files/2399047?filename=pbrtz/attachments/1474529023750.jpg","Dodoma","Chemba","Songoro","Hamai","Tomoko"
"335","Zahanati_01073109061WP03","communal_standpipe",NA,"Not_functional","9",NA,"Functional",NA,"less_month",NA,NA,NA,"Ntomoko",NA,"-5.05074097","36.11336341","http://classic.ona.io/api/v1/files/2399066?filename=pbrtz/attachments/1474529332717.jpg","Dodoma","Chemba","Songoro","Hamai","Ntomoko"
"336","Kaburu_01073109061WP05","communal_standpipe",NA,"Not_functional","9",NA,"Not_functional",NA,NA,NA,NA,NA,"Ntomoko",NA,"-5.05184462","36.11190559","http://classic.ona.io/api/v1/files/2399090?filename=pbrtz/attachments/1474529826276.jpg","Dodoma","Chemba","Songoro","Hamai","Ntomoko"
"337","Ofisini Kituo cha zamani","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.0517171","36.11184124","http://classic.ona.io/api/v1/files/2399091?filename=pbrtz/attachments/1474529966585.jpg","Dodoma","Chemba","Songoro","Hamai","Tomoko"
"338","Uganda_01073109061WP08","communal_standpipe",NA,"Not_functional","9 7",NA,"Not_functional",NA,NA,NA,NA,NA,"Ntomoko",NA,"-5.05187176","36.10883813","http://classic.ona.io/api/v1/files/2399093?filename=pbrtz/attachments/1474530161604.jpg","Dodoma","Chemba","Songoro","Hamai","Ntomoko"
"339","Uganda Kituo cha Zamani","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.05182517","36.10880037","http://classic.ona.io/api/v1/files/2399140?filename=pbrtz/attachments/1474530307683.jpg","Dodoma","Chemba","Songoro","Hamai","Tomoko"
"340","Futo_01073109061WP06","communal_standpipe",NA,"Not_functional","9 7",NA,"Not_functional",NA,NA,NA,NA,NA,"Ntomoko",NA,"-5.05330458","36.11288093","http://classic.ona.io/api/v1/files/2399144?filename=pbrtz/attachments/1474530534856.jpg","Dodoma","Chemba","Songoro","Hamai","Ntomoko"
"341","Kwa Futo Kituo cha Zamani","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.05331899","36.11282953","http://classic.ona.io/api/v1/files/2399145?filename=pbrtz/attachments/1474530669498.jpg","Dodoma","Chemba","Songoro","Hamai","Tomoko"
"342","Zambia_01073109061WP07","communal_standpipe",NA,"Not_functional","9",NA,"Not_functional",NA,NA,NA,NA,NA,"Ntomoko",NA,"-5.05497363","36.11427461","http://classic.ona.io/api/v1/files/2399148?filename=pbrtz/attachments/1474530881166.jpg","Dodoma","Chemba","Songoro","Hamai","Ntomoko"
"343","Zambia Kituo cha Zamani","communal_standpipe",NA,"Not_functional","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.05499111","36.11441156","http://classic.ona.io/api/v1/files/2399150?filename=pbrtz/attachments/1474531002912.jpg","Dodoma","Chemba","Songoro","Hamai","Tomoko"
"344","Kwa Cheepa Choma","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.17277351","36.2994176","http://classic.ona.io/api/v1/files/2399096?filename=pbrtz/attachments/1474546911750.jpg","Dodoma","Chemba","Mrijo","Olboloti","Operation Vijijini"
"345","Ndwata_01073109103WP15","communal_standpipe",NA,"Not_functional","7",NA,"Functional",NA,"less_week",NA,NA,NA,"Olboloti",NA,"-5.17448472","36.2985578","http://classic.ona.io/api/v1/files/2399099?filename=pbrtz/attachments/1474547158942.jpg","Dodoma","Chemba","Mrijo","Olboloti","Olboloti"
"346","Shuleni_01073109103WP14","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Olboloti",NA,"-5.17627292","36.30012416","http://classic.ona.io/api/v1/files/2399100?filename=pbrtz/attachments/1474547384024.jpg","Dodoma","Chemba","Mrijo","Olboloti","Olboloti"
"347","Yasini_01073109103WP16","communal_standpipe",NA,"Not_functional","7",NA,"Functional",NA,"less_week",NA,NA,NA,"Olboloti",NA,"-5.17843587","36.29724448","http://classic.ona.io/api/v1/files/2399101?filename=pbrtz/attachments/1474547605798.jpg","Dodoma","Chemba","Mrijo","Olboloti","Olboloti"
