region,lga,ward,village,wpt_name,wpt_code,note,select_wpt_name,new_wpt_name,scheme_merge,wpt_type,wpt_type_other,wpt_status,wpt_non_functional_reason,wpt_non_functional_reason_other,wpt_pbr_status,pbr_nonfunctional_functional,pbr_functional_nonfunctional,village_merge,wpt_pbr_scheme,scheme_name_change,long,lat,accuracy,wpt_osm,wpt_gps
Pwani,Kibaha,Gwata,Gwata,Husseni_Masha_06023011032WP15,06023011032WP15,,Husseni_Masha_06023011032WP15,NA,Wami_Chalinze,kiosk,NA,Not_functional,7,NA,Functional,less_month,NA,Gwata,Wami_Chalinze,NA,38.37400634,-6.710999478,4,f2a3931500bc0155146b55e03f6d3d8332bd198f.osm,-6.710999478110803 38.374006335462965 122.60280875541989 4.0
Pwani,Kibaha,Gwata,Gwata,Bwawa la Gwata,NA,,NA,Bwawa la Gwata,NA,cattle_trough,NA,Not_functional,7,NA,NA,NA,NA,Gwata,NA,NA,38.3761394,-6.711044549,4,f3edde2bf5ac5eea2caa2d696e762334e63c2787.osm,-6.7110445487717465 38.37613940148948 108.3649807800918 4.0
Morogoro,Morogoro,Mvuha,Tulo,Kwa_Mzee_Mtalimbo_05023043031WP37,05023043031WP37,,Kwa_Mzee_Mtalimbo_05023043031WP37,NA,Holand,handpump_borehole,NA,Functional,NA,NA,Functional,NA,NA,Tulo,NA,NA,37.93231502,-7.245986252,4,2ebeb299e181de4cbdc89fc9e56047d384930a97.osm,-7.245986252317452 37.93231502083937 79.99532367422235 4.0
Morogoro,Morogoro,Mvuha,Tulo,Kwa_Mzee_Papilo_05023043031WP33,05023043031WP33,,Kwa_Mzee_Papilo_05023043031WP33,NA,Holand,handpump_borehole,NA,Not_functional,6,NA,Not_functional,NA,NA,Tulo,NA,NA,37.91798746,-7.24174581,4,58f0332f3015cbd9e615de4f57f51ac7800e4ab8.osm,-7.241745810441295 37.91798746030106 90.56823413525058 4.0
Morogoro,Morogoro,Mvuha,Lukulunge,Kwa_Mzee_Sudi_05023043031WP31,05023043031WP31,,Kwa_Mzee_Sudi_05023043031WP31,NA,Holand,handpump_borehole,NA,Not_functional,7,NA,Functional,more_3_months,NA,Lukulunge,NA,NA,37.88932016,-7.22626453,4,6357e28403d1f721cc44b8923252ce87209e2498.osm,-7.226264529936755 37.889320163229605 93.72385160084032 4.0
Morogoro,Morogoro,Mvuha,Lukulunge,Kwa_Mzee_Simulizi_05023043031WP32,05023043031WP32,,Kwa_Mzee_Simulizi_05023043031WP32,NA,Holand 1982,handpump_borehole,NA,Functional,NA,NA,Functional,NA,NA,Lukulunge,NA,NA,37.87865353,-7.219306778,4,4ba9cd571a07b49912dbd5cbe59bdbe1c502469d.osm,-7.219306778247263 37.87865352938187 89.90559156685588 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Mvuha_Sekondari_05023043031WP51,05023043031WP51,,Mvuha_Sekondari_05023043031WP51,NA,World bank,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,Mvuha,Mvuha/Dalla_Water_Supply,NA,37.87212135,-7.206044328,4,921f9d9e105141f63310a8b2e4613f777281b35d.osm,-7.206044327591131 37.87212134507097 93.17136583464422 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Zahanati_05023043031WP52,05023043031WP52,,Zahanati_05023043031WP52,NA,World bank,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,Mvuha,Mvuha/Dalla_Water_Supply,NA,37.86417927,-7.201578385,4,bb5c3cb80fa05b5cb40f37fd13aa150d62c730dc.osm,-7.201578385415345 37.86417927135809 100.64999022407044 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Kimelo darajani,NA,,NA,Kimelo darajani,KEA,handpump_borehole,NA,Not_functional,1 2,NA,NA,NA,NA,Mvuha,NA,NA,37.8610513,-7.200333654,4,ce9ff36a5a80886164c5522c97c6eb70424be410.osm,-7.20033365416717 37.86105129806562 115.0443678582959 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Mvuha shule ya msingi,NA,,NA,Mvuha shule ya msingi,KEA,handpump_ringwell,NA,Not_functional,7,NA,NA,NA,NA,Mvuha,NA,NA,37.85533158,-7.198127583,4,4833c115427c82b6c34144bd10242ef4365a2253.osm,-7.198127583108327 37.85533158442313 106.56691779835047 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Kwa kawesa,NA,,NA,Kwa kawesa,KEA,handpump_borehole,NA,Not_functional,7,NA,NA,NA,NA,Mvuha,NA,NA,37.85641843,-7.185774102,4,96fcb0e6e429fd791817e74046f82be73b262ed2.osm,-7.185774102464428 37.85641843330565 104.07661231190973 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Kwa kawesa,NA,,NA,Kwa kawesa,Holand,handpump_ringwell,NA,Not_functional,6,NA,NA,NA,NA,Mvuha,NA,NA,37.85644965,-7.1858148,4,b477684e70319e9ab92dbba442b0bc77b0d26350.osm,-7.185814800363229 37.85644965208694 111.89739566821675 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Misufini,NA,,NA,Misufini,Holand,handpump_borehole,NA,Functional,NA,NA,NA,NA,NA,Mvuha,NA,NA,37.84743924,-7.191341394,4,9dbe6c04690a4ba7a1883e220c854ba3e85eb97d.osm,-7.191341393596347 37.847439236877 100.4346734995725 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Kanisani katoliki,NA,,NA,Kanisani katoliki,Mission,communal_standpipe,NA,Not_functional,7,NA,NA,NA,NA,Mvuha,NA,NA,37.85174484,-7.189065573,4,a4b0b2d8faf235d6b71c73c20991901119e99ded.osm,-7.18906557283102 37.85174483792603 108.12906776140485 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Shule_Ya_Msingi_Mvuha_05023043031WP53,05023043031WP53,,Shule_Ya_Msingi_Mvuha_05023043031WP53,NA,World bank,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,Mvuha,Mvuha/Dalla_Water_Supply,NA,37.85444227,-7.197675511,4,615554e4e6182e4cf852cdf89f033956201d18dd.osm,-7.197675510512926 37.85444226933638 101.15875421586637 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Sokoni,NA,,NA,Sokoni,KEA,handpump_ringwell,NA,Not_functional,7,NA,NA,NA,NA,Mvuha,NA,NA,37.85308785,-7.197712806,4,14b0d859f8b7e35b7f5547a1fa21b2b37298b5fb.osm,-7.197712805802972 37.85308784759123 106.38273005347921 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Sokoni_05023043031WP54,05023043031WP54,,Sokoni_05023043031WP54,NA,World bank,communal_standpipe,NA,Not_functional,10 7,NA,Not_functional,NA,NA,Mvuha,Mvuha/Dalla_Water_Supply,Because the scheme started fromDala to Mvuha,37.85312063,-7.197233675,4,e27cbe7011cb0553dc4e933db5d689057d18ffe5.osm,-7.197233675147167 37.85312063405114 91.46768567353857 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Kwa Rehema Jongo,NA,,NA,Kwa Rehema Jongo,Holand,handpump_borehole,NA,Not_functional,6 7,NA,NA,NA,NA,Mvuha,NA,NA,37.85206601,-7.19734319,4,a710d3c08e55c74b7e6958ec0f20d7bab689df9f.osm,-7.19734318964318 37.8520660079772 111.79690752293202 4.0
Morogoro,Morogoro,Mvuha,Mvuha,Kwa mzee mtemang'ande,NA,,NA,Kwa mzee mtemang'ande,Holand,handpump_borehole,NA,Not_functional,6 7,NA,NA,NA,NA,Mvuha,NA,NA,37.84373663,-7.200442491,4,52781c74ce2bf449218e3b58331b7b81c9e61626.osm,-7.200442490831109 37.84373662815346 103.8840577341297 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa makoa,NA,,NA,Kwa makoa,Holand,handpump_borehole,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.87205388,-7.108953993,4,eedd4e764ce96ffcad098d0939b39f4607850a03.osm,-7.1089539931475345 37.87205387859693 120.82133191782492 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa Amina Sabuni,NA,,NA,Kwa Amina Sabuni,Holand,handpump_borehole,NA,Not_functional,1 6,NA,NA,NA,NA,Msonge,NA,NA,37.86485806,-7.113242171,4,ba6fc9e805da7170848f7fd23201301e0ac85a9b.osm,-7.113242170889609 37.86485805514686 133.3052614217512 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa Joachim mponda,NA,,NA,Kwa Joachim mponda,Village scheme,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.86364987,-7.114366631,4,1f201d83febe1da82e62dc0ebaca485c4bf7e8f6.osm,-7.114366631447374 37.86364987054885 137.88207524242824 4.0
Morogoro,Morogoro,Mvuha,Msonge,Shule ya msingi msonge,NA,,NA,Shule ya msingi msonge,VILLAGE scheme,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.86110994,-7.117152605,4,80093b885bbe9906f8a60791fda1c8b8e4a11f0f.osm,-7.117152604531025 37.86110994107346 165.87973727803484 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa Dilawa,NA,,NA,Kwa Dilawa,Village scheme,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.85994046,-7.118157443,4,2eeb6d537a1177ce944f62296e24b525e4a391f3.osm,-7.11815744297796 37.85994045748189 163.8555097874211 4.0
Morogoro,Morogoro,Mvuha,Msonge,Shuleni,NA,,NA,Shuleni,Holand,handpump_borehole,NA,Not_functional,6 7,NA,NA,NA,NA,Msonge,NA,NA,37.86085971,-7.118414406,4,8d7804b90cf24d26bec0e607757ed0a52393253c.osm,-7.118414405800532 37.860859705354876 154.60584554334469 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa Mkenza,NA,,NA,Kwa Mkenza,Holand,handpump_borehole,NA,Not_functional,7,NA,NA,NA,NA,Msonge,NA,NA,37.85326374,-7.127042434,4,e69fdcbf1733a489363c363fa59a32e7e52d795e.osm,-7.1270424335588975 37.85326374220714 151.93935698666985 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa mzee ngoma,NA,,NA,Kwa mzee ngoma,Holand,handpump_borehole,NA,Not_functional,1 6 7,NA,NA,NA,NA,Msonge,NA,NA,37.85288773,-7.126776937,4,6267eecce71d60c9ff7732f79ef493a9f764c120.osm,-7.126776936747055 37.852887734226705 149.8643642613869 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa ngoma,NA,,NA,Kwa ngoma,Village,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.85257265,-7.126295924,4,9158d76c81f5181c8d97b85d82eeccfab49a35df.osm,-7.126295923764979 37.8525726485705 161.4979925375226 4.0
Morogoro,Morogoro,Mvuha,Msonge,Ofisi ya kijiji,NA,,NA,Ofisi ya kijiji,Village,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,Msonge,NA,NA,37.85170949,-7.127986824,4,6142c86a0d786d2a85c1f600a61e7348b892b545.osm,-7.127986824337152 37.8517094866354 153.78789390164866 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa Nguya,NA,,NA,Kwa Nguya,Village,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.85102133,-7.129281291,4,89cb181475f7a5b8ab434d5010f41a8436a260d1.osm,-7.129281291242629 37.85102132633855 163.70763382455866 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kanisani,NA,,NA,Kanisani,Village,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.84985971,-7.133146838,4,0e64fbd865ae7f0e02341d986dcaed89980525fb.osm,-7.133146837673768 37.849859709385804 176.05852595673204 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa mzumali,NA,,NA,Kwa mzumali,Holand,handpump_borehole,NA,Not_functional,1 7,NA,NA,NA,NA,Msonge,NA,NA,37.85035828,-7.134417512,4,26aade08d01793ffdb0b683cd45937e8656479df.osm,-7.134417512041781 37.85035828256799 166.27720903789765 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa selestina,NA,,NA,Kwa selestina,Village,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.84863561,-7.140466668,4,7738347f914870f0d7a5032b3289c210dc1b77aa.osm,-7.140466668127794 37.84863560565149 162.36790717850107 4.0
Morogoro,Morogoro,Mvuha,Msonge,Kwa kibwana kalungwana,NA,,NA,Kwa kibwana kalungwana,Village,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Msonge,NA,NA,37.8488999,-7.143023853,4,73f1914adb5df1edc9ce9567d83fa62fffdd9d6d.osm,-7.143023853179207 37.848899903950574 151.5976567368483 4.0
Dodoma,Kondoa,Soera,Bukulu,Mnadani_01013014281WP04,01013014281WP04,,Mnadani_01013014281WP04,NA,Tasaf,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,Bukulu,Buku,Misreporting,35.7459592,-4.585208539,4,NA,-4.5852085387258725 35.74595920014251 1520.261303289872 4.0
Dodoma,Kondoa,Soera,Bukulu,Bukulu_B_01013014281WP01,01013014281WP01,,Bukulu_B_01013014281WP01,NA,Tasaf,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional,never_functional,NA,Bukulu,Buku,Misreporting,35.75257684,-4.597251659,4,NA,-4.597251658789867 35.75257683821165 1527.658518020988 4.0
Dodoma,Kondoa,Soera,Bukulu,Msikitini_01013014281WP02,01013014281WP02,,Msikitini_01013014281WP02,NA,Tasaf,communal_standpipe,NA,Not_functional,4 9,NA,Not_functional,NA,NA,Bukulu,Buku,Tasaf,35.75570356,-4.599700992,4,NA,-4.599700991552583 35.75570355701761 1528.7147701156532 4.0
Dodoma,Kondoa,Soera,Bukulu,Kwa Vicent,NA,,NA,Kwa Vicent,Tasaf,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,Bukulu,NA,NA,35.75157353,-4.600968368,4,NA,-4.600968368377021 35.751573533743745 1528.9106616478264 4.0
Dodoma,Kondoa,Soera,Bukulu,Kwahay_01013014281WP07,01013014281WP07,,Kwahay_01013014281WP07,NA,Tasaf,communal_standpipe,NA,Not_functional,9,NA,Functional,more_3_months,NA,Bukulu,Buku,Misreporting,35.76235877,-4.608268063,4,NA,-4.608268062982037 35.762358768427546 1565.8342101047351 4.0
Dodoma,Kondoa,Soera,Bukulu,Zawiyani_01013014281WP06,01013014281WP06,,Zawiyani_01013014281WP06,NA,Tasaf,communal_standpipe,NA,Not_functional,9 10,NA,Functional,never_functional,NA,Bukulu,Buku,Misreporting,35.75894487,-4.609477328,4,NA,-4.609477327720331 35.758944874862834 1556.1028208734388 4.0
Dodoma,Kondoa,Soera,Bukulu,Kwa_Chungi_01013014281WP05,01013014281WP05,,Kwa_Chungi_01013014281WP05,NA,Tasaf,communal_standpipe,NA,Not_functional,8 10,NA,Functional,more_3_months,NA,Bukulu,Buku,Misreporting,35.76178891,-4.612303977,4,NA,-4.612303977355017 35.761788907973454 1566.146082892712 4.0
Dodoma,Kondoa,Soera,Bukulu,Zahanati_01013014281WP08,01013014281WP08,,Zahanati_01013014281WP08,NA,Tasaf,communal_standpipe,NA,Not_functional,8 10,NA,Functional,more_3_months,NA,Bukulu,Buku,Misreporting,35.7636391,-4.610760216,4,NA,-4.610760215540153 35.76363910272127 1555.7902532365295 4.0
Dodoma,Kondoa,Soera,Bukulu,Shule_Ya_Secondari_01013014281WP11,01013014281WP11,,Shule_Ya_Secondari_01013014281WP11,NA,Buku,communal_standpipe,NA,Not_functional,8 10 7,NA,Functional,less_month,NA,Bukulu,Buku,NA,35.75808526,-4.622360348,4,NA,-4.622360347999304 35.758085258462586 1559.084515917706 4.0
Dodoma,Kondoa,Soera,Bukulu,Shule_Ya_Secondari_01013014281WP12,01013014281WP12,,Shule_Ya_Secondari_01013014281WP12,NA,Buku,communal_standpipe,NA,Not_functional,8 10,NA,Functional,less_month,NA,Bukulu,Buku,NA,35.75766372,-4.622322435,4,NA,-4.622322435034944 35.757663716550624 1568.313750143595 4.0
Dodoma,Kondoa,Soera,Bukulu,Kwa_Martin_01013014281WP10,01013014281WP10,,Kwa_Martin_01013014281WP10,NA,Tasaf,communal_standpipe,NA,Not_functional,8 10,NA,Functional,more_3_months,NA,Bukulu,Buku,Misreporting,35.76530784,-4.618794121,4,NA,-4.618794121406036 35.76530783878699 1559.90677045767 4.0
Dodoma,Kondoa,Soera,Bukulu,Kwa_Hamadi_01013014281WP09,01013014281WP09,,Kwa_Hamadi_01013014281WP09,NA,Tasaf,communal_standpipe,NA,Not_functional,8 10,NA,Functional,more_3_months,NA,Bukulu,Buku,Misreporting,35.76627216,-4.61622674,4,NA,-4.61622674002794 35.76627215814991 1567.9541684110516 4.0
Dodoma,Kondoa,Soera,Bukulu,Kwa_Buki_01013014281WP16,01013014281WP16,,Kwa_Buki_01013014281WP16,NA,Tasaf,communal_standpipe,NA,Not_functional,9 10,NA,Not_functional,NA,NA,Bukulu,Buku,Misreporting,35.77408144,-4.6235079,4,NA,-4.623507899962522 35.77408144395363 1585.253519343964 4.0
Dodoma,Kondoa,Soera,Bukulu,Msikitini_Alagwa,NA,,NA,Msikitini_Alagwa,Tasaf,communal_standpipe,NA,Not_functional,8 10,NA,NA,NA,NA,Bukulu,NA,NA,35.77381219,-4.627636962,4,NA,-4.627636962191849 35.77381219351465 1573.6466141776216 4.0
Dodoma,Kondoa,Soera,Bukulu,Kwa_Mzee_Hussein_01013014281WP15,01013014281WP15,,Kwa_Mzee_Hussein_01013014281WP15,NA,Tasaf,communal_standpipe,NA,Not_functional,8 10,NA,Not_functional,NA,NA,Bukulu,Buku,Misreporting,35.77077957,-4.625415149,4,NA,-4.625415149313514 35.77077956923154 1570.8785734577834 4.0
Dodoma,Kondoa,Soera,Bukulu,Stendi_Alagwa_01013014281WP13,01013014281WP13,,Stendi_Alagwa_01013014281WP13,NA,Tasaf,communal_standpipe,NA,Not_functional,8 10,NA,Not_functional,NA,NA,Bukulu,Buku,Misreporting,35.77714353,-4.626627132,4,NA,-4.626627131954064 35.77714352564648 1606.7087410959177 4.0
Morogoro,Morogoro,Kisemu,Kibangile,Shuleni_05023043223WP53,05023043223WP53,,Shuleni_05023043223WP53,NA,NA,other,Mud heap,Not_functional,7,NA,Not_functional,NA,NA,Kibangile,NA,NA,37.80344098,-7.032009882,4,1e8c3bfbcf822cd3abc97780d88432051741975f.osm,-7.032009881827738 37.80344098308663 181.21058690061176 4.0
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Mama_Inno_05023043223WP52,05023043223WP52,,Kwa_Mama_Inno_05023043223WP52,NA,NA,handpump_borehole,NA,Not_functional,7,NA,Not_functional,NA,NA,Kibangile,NA,NA,37.80024751,-7.035041847,6,c15006e09f110b9b0ebfbcfbc8a5bfc1282f5638.osm,-7.035041846678548 37.80024750795194 196.19385076095082 6.0
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Rashid_Chamkali_05023043223WP51,05023043223WP51,,Kwa_Rashid_Chamkali_05023043223WP51,NA,NA,handpump_borehole,NA,Not_functional,6 7,NA,Not_functional,NA,NA,Kibangile,NA,NA,37.80444039,-7.03810476,8,24de74b3e5e81faa25da069a1e183f86e017eabc.osm,-7.038104760214592 37.80444039021896 209.10358386998266 8.0
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Evarist_John_05023043223WP50,05023043223WP50,,Kwa_Evarist_John_05023043223WP50,NA,NA,handpump_borehole,NA,Not_functional,6,NA,Not_functional,NA,NA,Kibangile,NA,NA,37.80716604,-7.039784224,8,4668741da460839f7edd0d28297f4d4b3b38f464.osm,-7.039784223650435 37.80716603579937 210.2440971343326 8.0
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Mkambaku_05023043223WP49,05023043223WP49,,Kwa_Mkambaku_05023043223WP49,NA,NA,handpump_ringwell,NA,Functional,NA,NA,Functional,NA,NA,Kibangile,NA,NA,37.81121916,-7.038460323,8,c15b35e5ad231b9efc5daf4ee31c7919e45a0a6d.osm,-7.038460322990284 37.81121916119347 219.63925661647806 8.0
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Mzee_Roman_05023043223WP48,05023043223WP48,,Kwa_Mzee_Roman_05023043223WP48,NA,NA,handpump_borehole,NA,Not_functional,6 7,NA,Functional,more_3_months,NA,Kibangile,NA,NA,37.81850451,-7.041936453,12,b241dcb37aef9ec89038deeaef71d52860aa024e.osm,-7.0419364529505994 37.8185045124609 244.50043732689218 12.0
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Mbilikila_05023043223WP54,05023043223WP54,,Kwa_Mbilikila_05023043223WP54,NA,NA,handpump_borehole,NA,Not_functional,7,NA,Not_functional,NA,NA,Kibangile,NA,NA,37.8008967,-7.037628029,8,f1f7dbc95febc79db94eac663e4f965fd5ed59c8.osm,-7.037628029381459 37.80089669769323 199.77223435294385 8.0
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Matondo_05023043223WP55,05023043223WP55,,Kwa_Matondo_05023043223WP55,NA,NA,handpump_borehole,NA,Not_functional,7,NA,Not_functional,NA,NA,Kibangile,NA,NA,37.79763051,-7.037961868,12,89083303898f7732fccd1818f707f0b587809cca.osm,-7.0379618683482965 37.7976305122227 202.21490206731616 12.0
Morogoro,Morogoro,Kisemu,Gozo,Kwa mzee dimoso,NA,,NA,Kwa mzee dimoso,NA,handpump_borehole,NA,Functional,NA,NA,NA,NA,NA,Gozo,NA,NA,37.78770987,-7.046709549,4,2471b5f35c46438dd11a24e081de2e252b3471b8.osm,-7.04670954938424 37.787709874543665 262.58376266240816 4.0
Morogoro,Morogoro,Kisemu,Gozo,Kwa Mzee Juma Mdidi,NA,,NA,Kwa Mzee Juma Mdidi,NA,handpump_borehole,NA,Not_functional,7,NA,NA,NA,NA,Gozo,NA,NA,37.7858847,-7.049614529,8,fb9176eaf9fb3d1327d99c8e9f8bb6999539f911.osm,-7.049614529065137 37.78588469667641 263.8467191825702 8.0
Morogoro,Morogoro,Kisemu,Gozo,Kwa_Mzee_Pius_05023043223WP41,05023043223WP41,,Kwa_Mzee_Pius_05023043223WP41,NA,NA,handpump_borehole,NA,Functional,NA,NA,Functional,NA,NA,Gozo,NA,NA,37.78932599,-7.0570708,8,64479a95649911922db8a30ab632373b155dd159.osm,-7.057070799776821 37.789325988399746 294.2284706276108 8.0
Morogoro,Morogoro,Kisemu,Gozo,Kwa_Mzee_Musa_05023043223WP45,05023043223WP45,,Kwa_Mzee_Musa_05023043223WP45,NA,NA,other,Not visited,Functional,NA,NA,Functional,NA,NA,Gozo,NA,NA,37.79557,-7.04761,,NA,NA
Dodoma,Kondoa,Bereko,Bereko,Shule_Ya_Msingi_Bereko_01013014311WP01,01013014311WP01,,Shule_Ya_Msingi_Bereko_01013014311WP01,NA,Bere,communal_standpipe,NA,Not_functional,8,NA,Functional,less_week,NA,Bereko,Bere,NA,35.74308882,-4.44727006,5,315620b09a0094b09c258ba3b11f84e493f01851.osm,-4.44727006 35.74308882 1554.0 5.0
Dodoma,Kondoa,Bereko,Bereko,Zahanati_01013014311WP02,01013014311WP02,,Zahanati_01013014311WP02,NA,Bere,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Bereko,Bere,NA,35.74071793,-4.44926697,5,c0b67266e814dc432708a8f277f2eb0fc20f0864.osm,-4.44926697 35.74071793 1540.0 5.0
Dodoma,Kondoa,Bereko,Bereko,Sokoni_01013014311WP03,01013014311WP03,,Sokoni_01013014311WP03,NA,Bere,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Bereko,Bere,NA,35.73920356,-4.45163348,4,26c6c700c8612415ffd4f99351db87b7ea0cfa9c.osm,-4.45163348 35.73920356 1542.0 4.0
Dodoma,Kondoa,Bereko,Bereko,Kwa Omary George,NA,,NA,Kwa Omary George,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Bereko,NA,NA,35.74181527,-4.45203023,4,69a7383168847310355fc79b5836cc4b5ad473ea.osm,-4.45203023 35.74181527 1549.0 4.0
Dodoma,Kondoa,Bereko,Bereko,Msikitini_01013014311WP10,01013014311WP10,,Msikitini_01013014311WP10,NA,Bereko,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Bereko,Bere,Bereko,35.74521052,-4.45560889,4,c1138423c02eb8e7e3d65b2297e58e0b45aef59e.osm,-4.45560889 35.74521052 1540.0 4.0
Dodoma,Kondoa,Bereko,Bereko,Shemsia_01013014311WP08,01013014311WP08,,Shemsia_01013014311WP08,NA,Bere,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Bereko,Bere,NA,35.73588071,-4.45792739,4,51208a81f46ca1624f663a345107a80527084f2e.osm,-4.45792739 35.73588071 1545.0 4.0
Dodoma,Kondoa,Bereko,Bereko,Kwa Nondi Mskitini,NA,,NA,Kwa Nondi Mskitini,NA,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,Bereko,NA,NA,35.73326584,-4.46407882,4,9268189238570f55b104b2f1e9736e961bbb7787.osm,-4.46407882 35.73326584 1549.0 4.0
Dodoma,Kondoa,Bereko,Bereko,Shule_Ya_Secondari_Bereko_01013014311WP09,01013014311WP09,,Shule_Ya_Secondari_Bereko_01013014311WP09,NA,Bere,communal_standpipe,NA,Not_functional,9,NA,Functional,more_3_months,NA,Bereko,Bere,NA,35.73812093,-4.46135266,5,bb004153e80109f40f9dc4f37e4309c2ada1f76d.osm,-4.46135266 35.73812093 1563.0 5.0
Dodoma,Kondoa,Bereko,Bereko,Kurasini_01013014311WP06,01013014311WP06,,Kurasini_01013014311WP06,NA,Bere,communal_standpipe,NA,Not_functional,9 10,NA,Not_functional,NA,NA,Bereko,Bere,NA,35.74690923,-4.47237595,3,a4975a01bd8809a6c7ee5c0e52e5375423f504bb.osm,-4.47237595 35.74690923 1575.0 3.0
Dodoma,Kondoa,Bereko,Bereko,Shule_Ya_Msingi_Kurasini_01013014311WP07,01013014311WP07,,Shule_Ya_Msingi_Kurasini_01013014311WP07,NA,Bere,communal_standpipe,NA,Not_functional,9 10,NA,Functional,never_functional,NA,Bereko,Bere,NA,35.74339285,-4.47402057,5,667374c50eebafc9555dd7b93d67ace7c355f34a.osm,-4.47402057 35.74339285 1571.0 5.0
Dodoma,Kondoa,Bereko,Bereko,Kwa Mzee Bura,NA,,NA,Kwa Mzee Bura,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Bereko,NA,NA,35.746566,-4.46467907,4,e3b3c2317f6921ecea62d6eea8871f6f24fff27b.osm,-4.46467907 35.746566 1507.0 4.0
Dodoma,Kondoa,Itololo,Kandaga,Kwa Mzee Ramadhan Kidunda,NA,,NA,Kwa Mzee Ramadhan Kidunda,Water Aid,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Kandaga,NA,NA,35.80210684,-4.56729045,4,NA,-4.56729045 35.80210684 1181.0 4.0
Dodoma,Kondoa,Itololo,Kandaga,Mkajia_01013014291WP35,01013014291WP35,,Mkajia_01013014291WP35,NA,Foki,communal_standpipe,NA,Not_functional,9 10,NA,Not_functional,NA,NA,Kandaga,Foki,NA,35.79703212,-4.56947675,5,NA,-4.56947675 35.79703212 1186.0 5.0
Dodoma,Kondoa,Itololo,Kandaga,Kwa_Doso_01013014291WP36,01013014291WP36,,Kwa_Doso_01013014291WP36,NA,Foki,communal_standpipe,NA,Not_functional,9 10 7,NA,Not_functional,NA,NA,Kandaga,Foki,NA,35.78863907,-4.56952605,5,NA,-4.56952605 35.78863907 1199.0 5.0
